LocalTimestamp,TH
1659514912.392272,33.666
1659514912.593215,33.658
1659514912.696763,33.626
1659514912.80031,33.633
1659514913.007405,33.663
1659514913.111978,33.7
1659514913.2145,33.83
1659514913.323174,33.801
1659514913.525143,33.745
1659514913.62869,33.738
1659514913.732238,33.65
1659514913.939332,33.65
1659514914.04288,33.71
1659514914.146427,33.718
1659514914.260227,33.641
1659514914.465272,33.641
1659514914.568819,33.697
1659514914.673392,33.704
1659514914.879462,33.732
1659514914.983009,33.732
1659514915.086556,33.681
1659514915.191129,33.688
1659514915.397199,33.758
1659514915.500746,33.758
1659514915.605319,33.777
1659514915.811389,33.784
1659514915.914936,33.812
1659514916.018484,33.812
1659514916.123056,33.668
1659514916.36911,33.675
1659514916.471632,33.789
1659514916.57518,33.789
1659514916.678727,33.764
1659514916.7833,33.771
1659514916.989369,33.792
1659514917.092917,33.792
1659514917.19749,33.743
1659514917.403559,33.743
1659514917.507107,33.769
1659514917.610654,33.776
1659514917.715227,33.816
1659514917.921297,33.816
1659514918.024844,33.779
1659514918.129417,33.786
1659514918.335487,33.835
1659514918.439034,33.835
1659514918.542582,33.8
1659514918.646129,33.807
1659514918.853224,33.828
1659514918.956771,33.828
1659514919.060319,33.856
1659514919.268439,33.856
1659514919.370961,33.873
1659514919.474509,33.88
1659514919.579082,33.824
1659514919.785151,33.824
1659514919.888699,33.873
1659514919.992246,33.873
1659514920.200366,33.845
1659514920.302889,33.853
1659514920.406436,33.904
1659514920.511009,33.904
1659514920.717078,33.797
1659514920.820626,33.797
1659514920.925199,33.892
1659514921.132293,33.899
1659514921.234816,33.93
1659514921.338363,33.93
1659514921.442936,33.876
1659514921.687964,33.876
1659514921.795613,33.883
1659514921.898135,33.891
1659514922.001682,33.883
1659514922.192374,33.883
1659514922.301047,33.93
1659514922.403569,33.93
1659514922.510193,33.882
1659514922.715237,33.889
1659514922.82186,33.947
1659514922.926433,33.947
1659514923.132503,33.905
1659514923.23605,33.905
1659514923.340623,33.905
1659514923.44417,33.912
1659514923.65024,33.905
1659514923.753788,33.905
1659514923.857335,33.903
1659514924.06443,33.903
1659514924.167977,33.934
1659514924.271525,33.941
1659514924.376097,33.885
1659514924.582167,33.885
1659514924.685715,33.945
1659514924.790287,33.945
1659514924.996357,33.976
1659514925.099905,33.976
1659514925.204477,33.939
1659514925.308025,33.946
1659514925.514095,34.006
1659514925.617642,34.006
1659514925.722215,33.967
1659514925.928284,33.967
1659514926.031832,33.964
1659514926.135379,33.972
1659514926.238927,33.983
1659514926.446022,33.983
1659514926.550594,34.0
1659514926.653117,34.0
1659514926.763841,34.016
1659514926.918649,34.016
1659514927.122669,34.005
1659514927.226216,34.005
1659514927.329763,33.963
1659514927.433311,33.97
1659514927.640406,33.947
1659514927.743953,33.947
1659514927.847501,34.042
1659514928.054596,34.049
1659514928.158143,33.896
1659514928.261691,33.896
1659514928.365238,33.917
1659514928.572333,33.917
1659514928.675881,34.003
1659514928.779428,34.003
1659514928.987548,33.982
1659514929.09007,33.982
1659514929.193618,33.975
1659514929.297165,33.983
1659514929.50426,34.085
1659514929.607808,34.085
1659514929.717507,34.018
1659514929.82413,34.018
1659514930.027124,34.041
1659514930.130671,34.041
1659514930.234219,34.062
1659514930.442339,34.069
1659514930.544861,34.085
1659514930.649434,34.085
1659514930.757082,34.004
1659514930.960076,34.004
1659514931.062599,34.055
1659514931.167171,34.055
1659514931.373241,34.043
1659514931.476789,34.043
1659514931.582386,33.953
1659514931.787431,33.96
1659514931.890978,34.002
1659514931.995551,34.002
1659514932.133956,34.097
1659514932.237504,34.097
1659514932.444598,34.086
1659514932.549171,34.086
1659514932.651693,34.053
1659514932.755241,34.053
1659514932.962336,34.009
1659514933.065883,34.016
1659514933.170456,34.038
1659514933.376526,34.038
1659514933.480073,34.093
1659514933.583621,34.093
1659514933.688193,34.07
1659514933.894263,34.07
1659514933.997811,34.119
1659514934.101358,34.119
1659514934.308453,34.04
1659514934.412,34.047
1659514934.521699,34.08
1659514934.624222,34.08
1659514934.831316,34.089
1659514934.935889,34.089
1659514935.039437,34.084
1659514935.245506,34.084
1659514935.349054,34.08
1659514935.454652,34.08
1659514935.556149,34.094
1659514935.763244,34.094
1659514935.867816,34.054
1659514935.970339,34.062
1659514936.080037,34.024
1659514936.280981,34.024
1659514936.385554,34.094
1659514936.488076,34.094
1659514936.696196,34.011
1659514936.798718,34.011
1659514936.903291,34.134
1659514937.01299,34.134
1659514937.213933,34.083
1659514937.36054,34.09
1659514937.464088,34.099
1659514937.56661,34.099
1659514937.773705,34.122
1659514937.877253,34.122
1659514937.981825,34.224
1659514938.084347,34.224
1659514938.291442,34.12
1659514938.39499,34.12
1659514938.498537,34.134
1659514938.705632,34.134
1659514938.80918,34.074
1659514938.913752,34.074
1659514939.0173,34.153
1659514939.22337,34.16
1659514939.326917,34.199
1659514939.430465,34.199
1659514939.637559,34.07
1659514939.742132,34.07
1659514939.84568,34.065
1659514939.949227,34.065
1659514940.155297,34.135
1659514940.25987,34.135
1659514940.362392,34.04
1659514940.569487,34.04
1659514940.673034,34.121
1659514940.776582,34.121
1659514940.882179,34.097
1659514941.087224,34.097
1659514941.190772,34.146
1659514941.294319,34.154
1659514941.501414,34.163
1659514941.604961,34.163
1659514941.709534,34.214
1659514941.813082,34.214
1659514942.019151,34.223
1659514942.123724,34.223
1659514942.226246,34.191
1659514942.433341,34.191
1659514942.536889,34.121
1659514942.649663,34.128
1659514942.753211,34.122
1659514942.960306,34.122
1659514943.083332,34.191
1659514943.187905,34.191
1659514943.291452,34.117
1659514943.497522,34.117
1659514943.60107,34.196
1659514943.704617,34.196
1659514943.808165,34.182
1659514944.01526,34.182
1659514944.121883,34.131
1659514944.22338,34.131
1659514944.430475,34.212
1659514944.534022,34.212
1659514944.638595,34.214
1659514944.741117,34.214
1659514944.948212,34.249
1659514945.051759,34.249
1659514945.155307,34.226
1659514945.263981,34.233
1659514945.465949,34.205
1659514945.569497,34.205
