LocalTimestamp,TH
1659514698.665164,31.135
1659514698.768712,31.134
1659514698.975807,31.33
1659514699.079354,31.323
1659514699.182902,31.523
1659514699.289525,31.516
1659514699.493544,31.39
1659514699.597092,31.389
1659514699.700639,31.49
1659514699.907734,31.49
1659514700.011281,31.494
1659514700.114829,31.487
1659514700.222477,31.42
1659514700.426497,31.42
1659514700.529019,31.43
1659514700.712534,31.43
1659514700.815056,31.559
1659514700.924755,31.559
1659514701.027277,31.599
1659514701.234372,31.599
1659514701.337919,31.494
1659514701.441467,31.487
1659514701.555267,31.549
1659514701.759286,31.549
1659514701.861808,31.487
1659514701.965356,31.487
1659514702.173476,31.786
1659514702.275998,31.772
1659514702.379545,31.824
1659514702.483093,31.817
1659514702.690188,31.892
1659514702.793735,31.885
1659514702.897283,31.864
1659514703.104378,31.864
1659514703.207925,31.88
1659514703.311473,31.88
1659514703.41502,31.928
1659514703.622115,31.928
1659514703.725662,31.857
1659514703.82921,31.856
1659514704.03733,31.894
1659514704.140878,31.894
1659514704.2434,31.84
1659514704.347973,31.84
1659514704.554042,31.885
1659514704.65759,31.878
1659514704.761137,31.839
1659514704.968232,31.839
1659514705.072805,31.889
1659514705.175327,31.889
1659514705.2799,31.875
1659514705.48597,31.875
1659514705.589517,31.766
1659514705.693064,31.759
1659514705.838134,31.846
1659514705.983202,31.846
1659514706.085725,31.97
1659514706.291795,31.962
1659514706.395342,31.969
1659514706.498889,31.969
1659514706.705984,31.953
1659514706.810557,31.945
1659514706.914104,32.035
1659514707.017652,32.043
1659514707.223722,31.951
1659514707.328295,31.95
1659514707.430817,31.841
1659514707.638937,31.849
1659514707.742484,31.986
1659514707.846032,31.972
1659514707.950604,31.99
1659514708.156674,31.983
1659514708.261247,32.281
1659514708.363769,32.267
1659514708.480644,32.082
1659514708.687739,32.096
1659514708.791287,32.052
1659514708.894834,32.052
1659514709.005558,32.049
1659514709.206502,32.049
1659514709.309024,31.964
1659514709.412572,31.964
1659514709.619667,31.898
1659514709.723214,31.905
1659514709.826762,31.898
1659514710.036932,31.898
1659514710.14253,31.841
1659514710.247103,31.841
1659514710.349625,32.033
1659514710.55672,32.026
1659514710.661293,31.841
1659514710.763815,31.79
1659514710.872488,32.927
1659514711.074457,32.855
1659514711.175954,32.974
1659514711.277452,33.003
1659514711.47942,32.582
1659514711.583993,32.575
1659514711.686515,32.834
1659514711.89361,32.827
1659514711.997158,32.879
1659514712.100705,32.871
1659514712.204252,32.928
1659514712.411348,32.935
1659514712.514895,32.855
1659514712.618443,32.855
1659514712.825537,32.909
1659514712.929085,32.916
1659514713.032632,32.796
1659514713.137205,32.789
1659514713.343275,32.822
1659514713.446822,32.822
1659514713.551395,32.911
1659514713.757465,32.904
1659514713.861012,32.967
1659514713.96456,32.967
1659514714.068107,32.986
1659514714.275202,32.994
1659514714.379775,32.841
1659514714.483322,32.848
1659514714.689392,32.909
1659514714.792939,32.895
1659514714.896487,32.946
1659514715.000034,32.954
1659514715.207129,32.895
1659514715.311702,32.895
1659514715.415249,32.792
1659514715.621319,32.799
1659514715.724867,32.771
1659514715.830465,32.771
1659514715.931962,32.712
1659514716.139056,32.719
1659514716.242604,32.712
1659514716.348202,32.712
1659514716.539918,32.707
1659514716.643466,32.707
1659514716.747013,32.649
1659514716.954108,32.649
1659514717.057656,32.62
1659514717.162229,32.62
1659514717.264751,32.519
1659514717.471846,32.512
1659514717.576418,32.634
1659514717.679966,32.634
1659514717.78864,32.656
1659514718.007012,32.663
1659514718.109534,32.578
1659514718.214107,32.571
1659514718.323806,32.712
1659514718.523724,32.719
1659514718.627271,32.66
1659514718.730819,32.653
1659514718.937914,32.667
1659514719.042487,32.667
1659514719.145009,32.651
1659514719.254708,32.651
1659514719.455651,32.639
1659514719.560224,32.646
1659514719.662746,32.58
1659514719.869841,32.58
1659514719.973389,32.632
1659514720.076936,32.632
1659514720.186635,32.578
1659514720.389629,32.571
1659514720.493176,32.639
1659514720.596724,32.639
1659514720.804844,32.686
1659514720.907366,32.686
1659514721.010914,32.67
1659514721.117537,32.67
1659514721.322582,32.663
1659514721.425104,32.655
1659514721.528651,32.716
1659514721.674745,32.716
1659514721.82084,32.744
1659514721.924387,32.737
1659514722.130457,32.812
1659514722.234004,32.812
1659514722.338577,32.77
1659514722.544647,32.77
1659514722.648194,32.871
1659514722.751742,32.871
1659514722.855289,32.784
1659514723.062384,32.784
1659514723.166957,32.784
1659514723.270504,32.791
1659514723.476574,32.721
1659514723.580121,32.728
1659514723.684694,32.667
1659514723.787216,32.674
1659514723.994311,32.583
1659514724.098884,32.583
1659514724.202431,32.474
1659514724.311105,32.481
1659514724.512048,32.491
1659514724.615596,32.484
1659514724.719144,32.507
1659514724.926239,32.507
1659514725.029786,32.55
1659514725.134359,32.55
1659514725.340428,32.535
1659514725.443976,32.535
1659514725.548548,32.578
1659514725.651071,32.571
1659514725.858166,32.608
1659514725.962739,32.608
1659514726.065261,32.599
1659514726.178035,32.599
1659514726.375903,32.643
1659514726.47945,32.643
1659514726.582998,32.63
1659514726.790093,32.63
1659514726.893641,32.613
1659514727.003852,32.613
1659514727.114063,32.561
1659514727.318083,32.561
1659514727.422655,32.618
1659514727.526203,32.618
1659514727.732272,32.54
1659514727.83582,32.54
1659514727.940392,32.613
1659514728.04394,32.613
1659514728.256161,32.592
1659514728.360734,32.599
1659514728.463256,32.488
1659514728.57193,32.488
1659514728.773898,32.5
1659514728.877446,32.5
1659514728.980994,32.564
1659514729.189114,32.564
1659514729.293686,32.455
1659514729.395183,32.455
1659514729.504882,32.524
1659514729.706851,32.524
1659514729.809373,32.559
1659514729.912921,32.559
1659514730.121041,32.512
1659514730.223563,32.512
1659514730.327111,32.491
1659514730.434759,32.491
1659514730.638778,32.514
1659514730.7413,32.514
1659514730.844848,32.538
1659514731.051943,32.538
1659514731.15549,32.538
1659514731.259038,32.538
1659514731.367711,32.451
1659514731.56968,32.451
1659514731.674253,32.436
1659514731.776775,32.444
1659514731.98387,32.514
1659514732.088443,32.507
1659514732.200192,32.477
1659514732.311941,32.477
1659514732.523137,32.451
1659514732.626685,32.451
1659514732.730232,32.489
1659514732.834805,32.489
1659514733.040874,32.477
1659514733.144422,32.477
1659514733.25002,32.493
1659514733.471468,32.493
1659514733.575015,32.587
1659514733.679588,32.587
1659514733.78211,32.467
1659514733.989205,32.467
1659514734.092753,32.524
1659514734.1963,32.524
1659514734.299848,32.479
1659514734.507968,32.479
1659514734.61254,32.493
1659514734.715063,32.493
1659514734.922158,32.521
1659514735.025705,32.521
1659514735.130278,32.451
1659514735.2328,32.451
1659514735.439895,32.488
1659514735.543442,32.481
1659514735.64699,32.538
1659514735.757714,32.545
1659514735.958658,32.531
1659514736.06118,32.531
1659514736.164727,32.526
1659514736.372848,32.526
1659514736.47537,32.491
1659514736.579942,32.491
1659514736.687591,32.5
1659514736.890585,32.5
1659514736.993107,32.418
1659514737.09768,32.418
1659514737.30375,32.439
1659514737.408322,32.439
1659514737.584661,32.538
1659514737.689233,32.538
1659514737.793806,32.5
1659514737.895303,32.493
1659514738.102398,32.611
1659514738.205945,32.611
1659514738.310518,32.7
1659514738.421242,32.7
1659514738.621161,32.604
1659514738.725733,32.604
1659514738.82723,32.648
1659514739.034325,32.648
1659514739.138898,32.66
1659514739.242445,32.66
1659514739.351119,32.665
1659514739.552063,32.665
1659514739.65561,32.644
1659514739.759157,32.644
1659514739.966252,32.616
1659514740.070825,32.616
1659514740.173347,32.63
1659514740.282021,32.63
1659514740.48399,32.691
1659514740.588562,32.691
1659514740.691085,32.757
1659514740.89818,32.749
1659514741.001727,32.799
1659514741.105275,32.799
1659514741.31237,32.77
1659514741.415917,32.77
1659514741.52049,32.827
1659514741.623012,32.827
1659514741.830107,32.817
1659514741.93468,32.81
1659514742.038227,32.813
1659514742.145875,32.813
1659514742.34887,32.892
1659514742.451392,32.892
1659514742.554939,32.928
1659514742.693857,32.928
1659514742.832774,32.761
1659514743.033718,32.761
1659514743.13624,32.768
1659514743.239788,32.768
1659514743.345386,32.899
1659514743.55043,32.892
1659514743.653978,32.876
1659514743.757525,32.876
1659514743.96462,32.88
1659514744.068168,32.88
1659514744.171715,32.953
1659514744.278338,32.953
1659514744.482358,32.887
1659514744.58693,32.88
1659514744.689452,32.842
1659514744.898598,32.842
1659514745.000095,32.962
1659514745.103642,32.962
1659514745.208215,32.892
1659514745.414285,32.906
1659514745.517832,32.81
1659514745.62138,32.81
1659514745.8295,32.953
1659514745.932022,32.953
1659514746.03557,32.834
1659514746.140142,32.841
1659514746.346212,32.904
1659514746.449759,32.904
1659514746.554332,32.761
1659514746.761427,32.761
1659514746.870101,32.773
1659514746.972623,32.773
1659514747.077196,32.738
1659514747.283265,32.745
1659514747.39604,32.775
1659514747.499587,32.775
1659514747.605185,32.726
1659514747.81023,32.726
1659514747.914802,32.705
1659514748.092166,32.705
1659514748.193663,32.834
1659514748.29721,32.834
1659514748.406909,32.714
1659514748.612979,32.714
1659514748.717552,32.83
1659514748.820074,32.83
1659514749.028194,32.785
1659514749.131742,32.778
1659514749.236314,32.766
1659514749.340887,32.766
1659514749.555158,32.801
1659514749.658706,32.801
1659514749.762253,32.829
1659514749.866826,32.829
1659514750.072896,32.815
1659514750.176443,32.815
1659514750.279991,32.837
1659514750.488111,32.836
1659514750.590633,32.928
1659514750.69418,32.928
1659514750.800804,32.857
1659514751.004823,32.857
1659514751.108371,32.759
1659514751.211918,32.759
1659514751.420038,32.886
1659514751.52256,32.886
1659514751.626108,32.912
1659514751.73068,32.912
1659514751.937775,32.893
1659514752.040298,32.893
1659514752.143845,32.963
1659514752.351965,32.963
1659514752.454488,32.773
1659514752.558035,32.773
1659514752.663633,32.872
1659514752.869703,32.879
1659514752.972225,32.877
1659514753.075772,32.877
1659514753.224942,32.949
1659514753.374112,32.942
1659514753.469458,32.839
1659514753.676553,32.839
1659514753.7801,32.836
1659514753.884673,32.844
1659514753.995397,32.874
1659514754.19429,32.867
1659514754.297837,32.881
1659514754.401385,32.888
1659514754.60848,32.912
1659514754.712028,32.912
1659514754.815575,32.921
1659514754.926299,32.921
