LocalTimestamp,EA
1659520478.833781,0.673532
1659520478.899832,0.666039
1659520478.965884,0.659643
1659520479.032447,0.691507
1659520479.09901,0.698888
1659520479.165574,0.702029
1659520479.231625,0.71448
1659520479.297677,0.719314
1659520479.365264,0.705679
1659520479.431827,0.690977
1659520479.49839,0.691267
1659520479.562906,0.685202
1659520479.628445,0.68418
1659520479.693984,0.693738
1659520479.762596,0.72369
1659520479.829671,0.751346
1659520479.896746,0.756469
1659520479.96331,0.786494
1659520480.029873,0.811515
1659520480.097461,0.833581
1659520480.164536,0.851531
1659520480.231611,0.863577
1659520480.298175,0.86881
1659520480.36525,0.873315
1659520480.432325,0.877729
1659520480.497864,0.881326
1659520480.563404,0.88512
1659520480.628943,0.88571
1659520480.696018,0.905532
1659520480.763094,0.93182
1659520480.830681,0.942182
1659520480.897244,0.945528
1659520480.963808,0.940944
1659520481.030371,0.9282
1659520481.097959,0.897222
1659520481.165546,0.879552
1659520481.231085,0.873751
1659520481.297648,0.865556
1659520481.364212,0.855046
1659520481.431799,0.860202
1659520481.499387,0.871599
1659520481.562878,0.88255
1659520481.628929,0.889373
1659520481.69498,0.902375
1659520481.763592,0.910694
1659520481.829131,0.911138
1659520481.89467,0.910694
1659520481.96021,0.915315
1659520482.027797,0.920681
1659520482.095384,0.921682
1659520482.161948,0.920953
1659520482.228511,0.925128
1659520482.29405,0.927338
1659520482.361638,0.921682
1659520482.429225,0.901765
1659520482.494764,0.857512
1659520482.560304,0.823078
1659520482.625843,0.804695
1659520482.694454,0.800639
1659520482.761018,0.802916
1659520482.827581,0.803261
1659520482.891072,0.804254
1659520482.957636,0.799837
1659520483.024199,0.793504
1659520483.091786,0.789538
1659520483.159374,0.789047
1659520483.224913,0.805112
1659520483.291988,0.838833
1659520483.359064,0.885485
1659520483.426651,0.91361
1659520483.492702,0.936752
1659520483.558753,0.959975
1659520483.626341,0.966613
1659520483.693928,0.967717
1659520483.761516,0.980065
1659520483.827567,0.992026
1659520483.893618,0.996731
1659520483.958134,1.000047
1659520484.025209,1.001264
1659520484.092284,1.000619
1659520484.158848,0.989009
1659520484.225411,0.973207
1659520484.291974,0.969462
1659520484.359562,0.96842
1659520484.426125,0.968388
1659520484.492688,0.968287
1659520484.558228,0.965177
1659520484.625815,0.953622
1659520484.693402,0.949993
1659520484.759454,0.951578
1659520484.825505,0.958231
1659520484.89002,0.969059
1659520484.956072,0.987786
1659520485.022123,1.000118
1659520485.08971,1.007434
1659520485.155249,1.003133
1659520485.220789,0.990411
1659520485.287352,0.965545
1659520485.354939,0.940598
1659520485.422527,0.927738
1659520485.488066,0.909124
1659520485.55463,0.877426
1659520485.621193,0.837828
1659520485.688268,0.853376
1659520485.755343,0.87084
1659520485.820883,0.897394
1659520485.887446,0.929033
1659520485.95401,0.914297
1659520486.021597,0.891499
1659520486.087648,0.8894
1659520486.153699,0.900139
1659520486.220263,0.901299
1659520486.286826,0.889598
1659520486.352365,0.918412
1659520486.418929,0.960799
1659520486.485492,0.986462
1659520486.553079,0.987751
1659520486.620155,0.987438
1659520486.68723,0.978179
1659520486.753793,0.959513
1659520486.820357,0.943103
1659520486.88692,0.914836
1659520486.954508,0.896875
1659520487.021071,0.90439
1659520487.087634,0.941579
1659520487.153685,0.967617
1659520487.219737,0.977973
1659520487.285276,0.980408
1659520487.350815,0.979241
1659520487.416355,0.984655
1659520487.483942,0.979172
1659520487.551017,0.965778
1659520487.618093,0.960271
1659520487.684656,0.954762
1659520487.751219,0.947707
1659520487.817783,0.946392
1659520487.884346,0.945624
1659520487.951421,0.943868
1659520488.018497,0.945016
1659520488.084548,0.948254
1659520488.150599,0.945975
1659520488.216139,0.944154
1659520488.281678,0.944218
1659520488.347217,0.944218
1659520488.414804,0.943232
1659520488.480856,0.941293
1659520488.546907,0.940312
1659520488.613471,0.93886
1659520488.680034,0.937821
1659520488.746597,0.937978
1659520488.81316,0.937286
1659520488.880236,0.935592
1659520488.947311,0.934061
1659520489.013362,0.932565
1659520489.079414,0.931229
1659520489.147001,0.92999
1659520489.213564,0.928539
1659520489.280128,0.927246
1659520489.347715,0.925863
1659520489.414279,0.924333
1659520489.480842,0.922808
1659520489.546381,0.921743
1659520489.612432,0.920741
1659520489.678484,0.919529
1659520489.746071,0.918261
1659520489.813658,0.916575
1659520489.881246,0.914238
1659520489.947297,0.912387
1659520490.013349,0.911169
1659520490.080936,0.909805
1659520490.148011,0.908268
1659520490.215086,0.906531
1659520490.28165,0.905268
1659520490.347701,0.90439
1659520490.413753,0.903222
1659520490.479292,0.903805
1659520490.545343,0.906501
1659520490.611394,0.905532
1659520490.678982,0.904302
1659520490.745545,0.902609
1659520490.812109,0.894952
1659520490.878672,0.891499
1659520490.945235,0.890817
1659520491.011798,0.895295
1659520491.078874,0.903017
1659520491.145949,0.91105
1659520491.212512,0.912061
1659520491.278564,0.909835
1659520491.344615,0.905855
1659520491.410154,0.9029
1659520491.476718,0.902317
1659520491.543281,0.900573
1659520491.610868,0.897768
1659520491.67692,0.89725
1659520491.742971,0.897681
1659520491.809534,0.896359
1659520491.876098,0.893236
1659520491.941637,0.889768
1659520492.008712,0.88782
1659520492.075788,0.88658
1659520492.143375,0.885092
1659520492.209426,0.883972
1659520492.275478,0.883331
1659520492.343065,0.882717
1659520492.41014,0.88127
1659520492.477216,0.879081
1659520492.545827,0.877564
1659520492.611367,0.876519
1659520492.676906,0.875366
1659520492.742445,0.873943
1659520492.809008,0.872252
1659520492.875572,0.871139
1659520492.941623,0.870622
1659520493.007674,0.869945
1659520493.076286,0.869404
1659520493.143361,0.868432
1659520493.210436,0.867543
1659520493.277,0.866629
1659520493.344075,0.865422
1659520493.41115,0.864298
1659520493.478738,0.86363
1659520493.544789,0.862619
1659520493.61084,0.861501
1659520493.67638,0.860415
1659520493.742943,0.85933
1659520493.809506,0.858513
1659520493.875046,0.857801
1659520493.940585,0.856828
1659520494.009196,0.855622
1659520494.075248,0.854393
1659520494.141299,0.852882
1659520494.20735,0.851842
1659520494.273401,0.850701
1659520494.339965,0.850133
1659520494.40704,0.849693
1659520494.474116,0.848868
1659520494.539655,0.848225
1659520494.60673,0.847504
1659520494.673806,0.847093
1659520494.739345,0.845914
1659520494.805396,0.844101
1659520494.871448,0.842676
1659520494.939035,0.841915
1659520495.00611,0.84123
1659520495.073186,0.840827
1659520495.138725,0.840472
1659520495.204264,0.839741
1659520495.270828,0.838909
1659520495.338927,0.838003
1659520495.407026,0.83725
1659520495.47359,0.835449
1659520495.540153,0.833308
1659520495.606716,0.832192
1659520495.674304,0.830609
1659520495.740355,0.827854
1659520495.806406,0.82646
1659520495.873994,0.825947
1659520495.940557,0.825459
1659520496.00712,0.824997
1659520496.072659,0.82451
1659520496.138199,0.824048
1659520496.203738,0.823539
1659520496.270813,0.8224
1659520496.337889,0.82153
1659520496.405476,0.820759
1659520496.472039,0.820132
1659520496.538603,0.819843
1659520496.605166,0.819459
1659520496.672242,0.818691
1659520496.739317,0.817925
1659520496.804856,0.817494
1659520496.871932,0.816348
1659520496.939007,0.814683
1659520497.004546,0.813191
1659520497.070597,0.81208
1659520497.136649,0.81055
1659520497.2027,0.809073
1659520497.268751,0.807997
1659520497.337363,0.80725
1659520497.402902,0.806738
1659520497.468441,0.806133
1659520497.535005,0.805112
1659520497.60208,0.804116
1659520497.669155,0.803261
1659520497.735719,0.802177
1659520497.802282,0.801281
1659520497.868845,0.799929
1659520497.936433,0.798216
1659520498.002484,0.796919
1659520498.068535,0.795853
1659520498.134587,0.79531
1659520498.200638,0.794563
1659520498.269249,0.793751
1659520498.335301,0.793099
1659520498.401352,0.792469
1659520498.464843,0.791931
1659520498.532431,0.790497
1659520498.600018,0.787026
1659520498.667605,0.786915
1659520498.734681,0.786893
1659520498.801756,0.786406
1659520498.86832,0.786517
1659520498.935907,0.787225
1659520499.003494,0.787359
1659520499.069546,0.786539
1659520499.135597,0.7855
1659520499.202672,0.785037
1659520499.269747,0.784707
1659520499.335287,0.784728
1659520499.400826,0.784663
1659520499.469438,0.784597
1659520499.536001,0.78442
1659520499.602564,0.78398
1659520499.667079,0.783431
1659520499.733643,0.783651
1659520499.800206,0.783145
1659520499.867793,0.782576
1659520499.933845,0.781679
1659520499.999896,0.781089
1659520500.065947,0.780566
1659520500.131999,0.779391
1659520500.199586,0.778437
1659520500.265637,0.777418
1659520500.331689,0.7769
1659520500.399276,0.776361
1659520500.465327,0.775844
1659520500.531379,0.77494
1659520500.595894,0.77359
1659520500.661433,0.773033
1659520500.726972,0.772842
1659520500.79456,0.772329
1659520500.861635,0.771796
1659520500.92871,0.771775
1659520500.994762,0.771732
1659520501.060813,0.771242
1659520501.128401,0.770924
1659520501.195988,0.770732
1659520501.263575,0.770477
1659520501.330139,0.770287
1659520501.396702,0.769459
1659520501.463265,0.768635
1659520501.528805,0.768085
1659520501.594344,0.767896
1659520501.659883,0.767558
1659520501.728494,0.767032
1659520501.795058,0.766674
1659520501.861621,0.76638
1659520501.928185,0.766464
1659520501.994748,0.766065
1659520502.061311,0.764536
1659520502.128899,0.761744
