LocalTimestamp,EA
1659432661.848805,1.383457
1659432661.914414,1.36856
1659432661.980535,1.399453
1659432662.046656,1.402119
1659432662.114315,1.400715
1659432662.180436,1.395611
1659432662.246557,1.383524
1659432662.310116,1.376173
1659432662.377774,1.382363
1659432662.445433,1.385581
1659432662.512067,1.38421
1659432662.578701,1.382636
1659432662.645334,1.382157
1659432662.712993,1.381473
1659432662.779627,1.379088
1659432662.846261,1.376646
1659432662.912894,1.376173
1659432662.979528,1.375495
1659432663.048212,1.375291
1659432663.114333,1.375561
1659432663.180454,1.374142
1659432663.244013,1.380178
1659432663.310647,1.389302
1659432663.37728,1.394984
1659432663.444939,1.401349
1659432663.510548,1.404092
1659432663.576156,1.40346
1659432663.643815,1.404798
1659432663.710962,1.406282
1659432663.778108,1.405786
1659432663.845254,1.405645
1659432663.9124,1.40593
1659432663.979034,1.40593
1659432664.046693,1.405079
1659432664.114352,1.402824
1659432664.178935,1.398822
1659432664.245569,1.397005
1659432664.312203,1.397913
1659432664.378836,1.397354
1659432664.44547,1.396307
1659432664.512104,1.394984
1659432664.575662,1.393942
1659432664.643834,1.39387
1659432664.712005,1.393456
1659432664.777614,1.393109
1659432664.844247,1.393177
1659432664.910881,1.394218
1659432664.977515,1.394566
1659432665.044148,1.393317
1659432665.110782,1.395262
1659432665.176391,1.394218
1659432665.241999,1.39429
1659432665.308633,1.396656
1659432665.375267,1.398124
1659432665.442926,1.402963
1659432665.509047,1.406705
1659432665.575168,1.406494
1659432665.639751,1.399804
1659432665.706385,1.380451
1659432665.773019,1.367353
1659432665.839653,1.368826
1659432665.906286,1.384829
1659432665.97292,1.339639
1659432666.039554,1.235179
1659432666.105675,1.189158
1659432666.171796,1.193474
1659432666.23843,1.219554
1659432666.305063,1.230992
1659432666.373747,1.231047
1659432666.439356,1.23045
1659432666.504965,1.229475
1659432666.570573,1.230721
1659432666.637207,1.233544
1659432666.703841,1.23753
1659432666.771499,1.242204
1659432666.838133,1.24436
1659432666.904767,1.245304
1659432666.972426,1.244583
1659432667.039059,1.243529
1659432667.105693,1.243529
1659432667.172327,1.242977
1659432667.239986,1.242647
1659432667.307645,1.242204
1659432667.373253,1.241322
1659432667.438862,1.24011
