LocalTimestamp,EA
1659433851.827244,0.132419
1659433851.893879,0.153477
1659433851.960002,0.145831
1659433852.026124,0.153253
1659433852.093272,0.155292
1659433852.160419,0.17491
1659433852.227055,0.193604
1659433852.29369,0.195153
1659433852.360325,0.193216
1659433852.427985,0.194938
1659433852.495645,0.198987
1659433852.559205,0.202512
1659433852.625327,0.204697
1659433852.69145,0.206981
1659433852.758085,0.210355
1659433852.82472,0.21209
1659433852.891355,0.213523
1659433852.956965,0.21571
1659433853.022575,0.218215
1659433853.090235,0.220479
1659433853.15687,0.224751
1659433853.223505,0.226253
1659433853.29014,0.230377
1659433853.356776,0.237616
1659433853.423411,0.243171
1659433853.489021,0.249052
1659433853.555143,0.256087
1659433853.621265,0.261873
1659433853.687901,0.264812
1659433853.754536,0.267628
1659433853.822196,0.270291
1659433853.888318,0.273836
1659433853.954441,0.27638
1659433854.020051,0.278686
1659433854.087198,0.281048
1659433854.154346,0.283668
1659433854.219956,0.286411
1659433854.287104,0.289035
1659433854.354251,0.291551
1659433854.421911,0.294298
1659433854.489059,0.296902
1659433854.556207,0.299808
1659433854.622842,0.302638
1659433854.689477,0.305205
1659433854.758162,0.307657
1659433854.824285,0.31009
1659433854.890407,0.313027
1659433854.956017,0.315215
1659433855.022652,0.316991
1659433855.089288,0.318882
1659433855.155923,0.320722
1659433855.221533,0.322175
1659433855.287143,0.323678
1659433855.354803,0.325384
1659433855.42195,0.326941
1659433855.489098,0.328419
1659433855.555733,0.329981
1659433855.622368,0.331566
1659433855.690028,0.333
1659433855.757176,0.33437
1659433855.824324,0.335912
1659433855.887883,0.337368
1659433855.954518,0.338918
1659433856.021153,0.340445
1659433856.088814,0.34196
1659433856.154424,0.343359
1659433856.220034,0.344539
1659433856.284618,0.345749
1659433856.352278,0.346903
1659433856.419939,0.348251
1659433856.486061,0.349527
1659433856.552184,0.350839
1659433856.619844,0.352386
1659433856.686992,0.353939
1659433856.754139,0.3555
1659433856.819749,0.357144
1659433856.886384,0.359034
1659433856.953019,0.360529
1659433857.021705,0.36178
1659433857.087827,0.363001
1659433857.15395,0.364354
1659433857.21956,0.365636
1659433857.286536,0.366489
1659433857.353513,0.3671
1659433857.42049,0.368125
1659433857.4861,0.369111
1659433857.55171,0.370093
1659433857.618858,0.371658
1659433857.686005,0.374124
1659433857.75264,0.376716
1659433857.819275,0.378444
1659433857.885911,0.379925
1659433857.953571,0.381299
1659433858.021231,0.38243
1659433858.088891,0.383395
1659433858.152451,0.384275
1659433858.219599,0.385271
1659433858.286746,0.386063
1659433858.354406,0.386384
1659433858.420016,0.386854
1659433858.485626,0.387734
1659433858.552261,0.388332
1659433858.618896,0.388883
1659433858.686557,0.389793
1659433858.752679,0.390627
1659433858.818802,0.391606
1659433858.886462,0.392326
1659433858.953609,0.392999
1659433859.020757,0.393646
1659433859.085342,0.394463
1659433859.150952,0.39502
1659433859.216562,0.39564
1659433859.282684,0.396218
1659433859.348807,0.396853
1659433859.416467,0.397666
1659433859.482589,0.398323
1659433859.548712,0.398806
1659433859.615347,0.399422
1659433859.681982,0.400119
1659433859.748617,0.400813
1659433859.814227,0.401441
1659433859.8824,0.402053
1659433859.950573,0.402655
1659433860.016183,0.403195
1659433860.082818,0.403783
1659433860.149453,0.404349
1659433860.2166,0.405052
1659433860.283748,0.405769
1659433860.352434,0.406454
1659433860.418044,0.407028
1659433860.483653,0.407681
1659433860.550288,0.408264
1659433860.616924,0.408777
1659433860.683559,0.409214
1659433860.749169,0.409676
1659433860.815804,0.410199
1659433860.882439,0.410741
1659433860.950099,0.411364
1659433861.016222,0.411952
1659433861.082344,0.412565
1659433861.149492,0.413126
1659433861.216639,0.413579
1659433861.285325,0.414056
1659433861.351447,0.41464
1659433861.41757,0.41499
1659433861.482154,0.415583
1659433861.549302,0.416077
1659433861.61645,0.416437
1659433861.683085,0.416847
1659433861.749207,0.417195
1659433861.81533,0.417563
1659433861.881452,0.41805
1659433861.947575,0.418275
1659433862.01421,0.418651
1659433862.080333,0.418945
1659433862.146455,0.419253
1659433862.21514,0.419587
1659433862.281263,0.420003
1659433862.347385,0.420413
1659433862.412995,0.420603
1659433862.47963,0.420837
1659433862.546265,0.421091
1659433862.614951,0.421383
1659433862.680561,0.421573
1659433862.746171,0.421879
1659433862.812806,0.422299
1659433862.879441,0.422574
1659433862.945051,0.4229
1659433863.011173,0.42322
1659433863.077296,0.423431
1659433863.144956,0.42372
1659433863.212104,0.424099
1659433863.279251,0.424286
1659433863.344861,0.42455
1659433863.411496,0.424744
1659433863.478131,0.42497
1659433863.546817,0.425325
1659433863.612427,0.425545
1659433863.678037,0.42585
1659433863.744672,0.426181
1659433863.811307,0.426279
1659433863.877942,0.426421
1659433863.943552,0.426597
1659433864.009162,0.426799
1659433864.076822,0.426988
1659433864.143457,0.427308
1659433864.210092,0.427452
1659433864.276727,0.427478
1659433864.343362,0.428329
1659433864.411022,0.428428
1659433864.478683,0.428323
1659433864.544293,0.428578
1659433864.610415,0.428967
1659433864.676538,0.429329
1659433864.743173,0.429646
