LocalTimestamp,T1
1659514494.03178,32.815
1659514494.16711,32.885
1659514494.299363,32.915
1659514494.432642,32.928
1659514494.566947,32.862
1659514494.698175,32.94
1659514494.832479,33.01
1659514494.964733,33.004
1659514495.099037,33.002
1659514495.232316,33.001
1659514495.365595,32.929
1659514495.498874,32.899
1659514495.629077,32.885
1659514495.762356,32.915
1659514495.89461,32.892
1659514496.026863,32.918
1659514496.161168,32.858
1659514496.293421,32.974
1659514496.428751,32.953
1659514496.561004,32.98
1659514496.695308,32.991
1659514496.829612,33.032
1659514496.960841,33.014
1659514497.095145,33.112
1659514497.227399,32.978
1659514497.361703,33.061
1659514497.494982,33.133
1659514497.628261,33.093
1659514497.762565,33.147
1659514497.894819,33.099
1659514498.028098,33.149
1659514498.160351,33.135
1659514498.29363,33.236
1659514498.426909,33.208
1659514498.559163,33.161
1659514498.693467,33.176
1659514498.824696,33.147
1659514498.957974,33.17
1659514499.091253,33.18
1659514499.222482,33.184
1659514499.356786,33.115
1659514499.48904,33.227
1659514499.624369,33.205
1659514499.757648,33.159
1659514499.890927,33.246
1659514500.025231,33.319
1659514500.157485,33.103
1659514500.290764,33.186
1659514500.424043,33.187
1659514500.557322,33.187
1659514500.691113,33.223
1659514500.824905,33.238
1659514500.959209,33.28
1659514501.090437,33.228
1659514501.224741,33.276
1659514501.356995,33.19
1659514501.488224,33.224
1659514501.621502,33.168
1659514501.753756,33.144
1659514501.88806,33.168
1659514502.021339,33.215
1659514502.152568,33.128
1659514502.286872,33.162
1659514502.419126,33.318
1659514502.552405,33.35
1659514502.684658,33.329
1659514502.817937,33.32
1659514502.952241,33.316
1659514503.08552,33.314
1659514503.219824,33.313
1659514503.351053,33.313
1659514503.485357,33.277
1659514503.618636,33.226
1659514503.75089,33.275
1659514503.885194,33.332
1659514504.017447,33.356
1659514504.151752,33.367
1659514504.284005,33.372
1659514504.415234,33.409
1659514504.550563,33.461
1659514504.681792,33.27
1659514504.814045,33.259
1659514504.946299,33.431
1659514505.078553,33.364
1659514505.212857,33.406
1659514505.345111,33.424
1659514505.479415,33.325
1659514505.611668,33.212
1659514505.744947,33.304
1659514505.878226,33.344
1659514506.01048,33.362
1659514506.144784,33.298
1659514506.278063,33.342
1659514506.412367,33.325
1659514506.545646,33.318
1659514506.6779,33.457
1659514506.813229,33.41
1659514506.944458,33.39
1659514507.077737,33.417
1659514507.211015,33.358
1659514507.343269,33.297
1659514507.477573,33.412
1659514507.609827,33.285
1659514507.743106,33.3
1659514507.876385,33.343
1659514508.007613,33.29
1659514508.140892,33.338
1659514508.273146,33.465
1659514508.40745,33.379
1659514508.540729,33.448
1659514508.675033,33.406
1659514508.809337,33.459
1659514508.940566,33.482
1659514509.07487,33.422
1659514509.207124,33.395
1659514509.340403,33.49
1659514509.474707,33.425
1659514509.607986,33.503
1659514509.743315,33.466
1659514509.875569,33.45
1659514510.009873,33.514
1659514510.143152,33.47
1659514510.27438,33.452
1659514510.407659,33.373
1659514510.539913,33.339
1659514510.673192,33.359
1659514510.805446,33.439
1659514510.938725,33.438
1659514511.072003,33.402
1659514511.204257,33.387
1659514511.337536,33.451
1659514511.46979,33.443
1659514511.604094,33.405
1659514511.737373,33.494
1659514511.869627,33.427
1659514512.004956,33.504
1659514512.136184,33.431
1659514512.270489,33.47
1659514512.403767,33.522
1659514512.536021,33.545
1659514512.670325,33.52
1659514512.802579,33.473
1659514512.937908,33.524
1659514513.070162,33.546
1659514513.203441,33.449
1659514513.33672,33.513
1659514513.468974,33.541
1659514513.601227,33.518
1659514513.733481,33.543
1659514513.86676,33.483
1659514514.000039,33.457
1659514514.133318,33.552
1659514514.266597,33.452
1659514514.397825,33.515
1659514514.532129,33.577
1659514514.664383,33.533
1659514514.795612,33.55
1659514514.929916,33.557
1659514515.062169,33.596
1659514515.197499,33.541
1659514515.330778,33.553
1659514515.464056,33.594
1659514515.598361,33.576
1659514515.730614,33.462
1659514515.864918,33.519
1659514515.996147,33.473
1659514516.129426,33.559
1659514516.262705,33.667
1659514516.395984,33.537
1659514516.530288,33.551
1659514516.660491,33.558
1659514516.794795,33.49
1659514516.927049,33.566
1659514517.059303,33.529
1659514517.192582,33.583
1659514517.324835,33.607
1659514517.45914,33.653
1659514517.591393,33.637
1659514517.723647,33.63
1659514517.858976,33.627
1659514517.990205,33.591
1659514518.124509,33.504
1659514518.256763,33.573
1659514518.391067,33.638
1659514518.525371,33.595
1659514518.65865,33.541
1659514518.792954,33.624
1659514518.924182,33.589
1659514519.058487,33.574
1659514519.191766,33.567
1659514519.324019,33.565
1659514519.458323,33.563
1659514519.590577,33.563
1659514519.724881,33.598
1659514519.857135,33.578
1659514519.989389,33.569
1659514520.123693,33.601
1659514520.254921,33.579
1659514520.3882,33.57
1659514520.520454,33.672
