LocalTimestamp,T1
1659520055.222703,26.344
1659520055.356854,26.433
1659520055.487932,26.471
1659520055.622083,26.523
1659520055.754186,26.616
1659520055.886288,26.621
1659520056.019415,26.73
1659520056.151518,26.741
1659520056.285668,26.675
1659520056.417771,26.86
1659520056.551922,26.833
1659520056.684024,26.963
1659520056.817151,27.055
1659520056.950278,27.095
1659520057.08238,27.112
1659520057.216531,27.155
1659520057.349658,27.209
1659520057.483808,27.232
1659520057.617959,27.313
1659520057.750062,27.348
1659520057.885237,27.541
1659520058.017339,27.624
1659520058.150466,27.554
1659520058.283592,27.63
1659520058.415695,27.733
1659520058.549846,27.672
1659520058.681948,27.787
1659520058.815075,27.731
1659520058.947178,27.777
1659520059.07928,27.797
1659520059.212407,27.77
1659520059.344509,27.972
1659520059.479684,27.952
1659520059.612811,27.979
1659520059.746962,28.027
1659520059.880088,28.011
1659520060.010143,28.076
1659520060.145318,28.033
1659520060.27742,28.085
1659520060.410547,28.037
1659520060.544698,28.193
1659520060.677824,28.19
1659520060.812999,28.224
1659520060.945101,28.31
1659520061.079252,28.276
1659520061.213403,28.332
1659520061.344481,28.356
1659520061.477608,28.332
1659520061.609711,28.427
1659520061.742837,28.468
1659520061.875964,28.345
1659520062.009091,28.397
1659520062.142217,28.385
1659520062.273296,28.486
1659520062.407447,28.494
1659520062.539549,28.604
1659520062.6737,28.58
1659520062.807851,28.606
1659520062.939953,28.617
1659520063.075128,28.515
1659520063.207231,28.577
1659520063.341381,28.569
1659520063.475532,28.672
1659520063.607635,28.61
1659520063.741785,28.618
1659520063.873888,28.693
1659520064.009063,28.761
1659520064.141165,28.79
1659520064.274292,28.838
1659520064.407419,28.788
1659520064.539521,28.731
1659520064.671624,28.742
1659520064.803726,28.817
1659520064.936853,28.779
1659520065.06998,28.975
1659520065.203106,28.954
1659520065.338281,28.98
1659520065.46936,29.062
1659520065.603511,28.956
1659520065.736637,29.016
1659520065.867716,28.972
1659520066.002891,28.988
1659520066.134993,28.924
1659520066.270168,29.038
1659520066.403295,29.016
1659520066.536421,28.972
1659520066.670572,29.094
1659520066.802675,29.147
1659520066.936825,29.028
1659520067.068928,29.119
1659520067.202055,29.122
1659520067.335181,29.088
1659520067.468308,29.109
1659520067.601434,29.118
1659520067.732513,29.122
1659520067.866664,29.124
1659520067.998766,29.195
1659520068.130869,29.262
1659520068.26502,29.113
1659520068.397122,29.226
1659520068.532297,29.275
1659520068.665424,29.19
1659520068.797526,29.224
1659520068.930653,29.239
1659520069.06378,29.174
1659520069.19793,29.324
1659520069.331057,29.317
1659520069.465208,29.315
1659520069.599358,29.455
1659520069.732485,29.445
1659520069.866636,29.405
1659520069.99669,29.388
1659520070.130841,29.452
1659520070.262944,29.444
1659520070.395046,29.405
1659520070.528173,29.459
1659520070.660275,29.447
1659520070.794426,29.477
1659520070.926529,29.49
1659520071.059655,29.567
1659520071.19483,29.564
1659520071.325909,29.563
1659520071.460059,29.634
1659520071.592162,29.522
1659520071.725289,29.51
1659520071.859439,29.504
1659520071.992566,29.502
1659520072.126717,29.536
1659520072.258819,29.622
1659520072.39297,29.553
1659520072.526097,29.487
1659520072.659224,29.672
1659520072.794398,29.539
1659520072.926501,29.659
1659520073.060652,29.604
1659520073.19173,29.545
1659520073.323833,29.626
1659520073.457983,29.484
1659520073.589062,29.564
1659520073.722189,29.669
1659520073.854291,29.609
1659520073.988442,29.795
1659520074.121569,29.557
1659520074.253671,29.631
1659520074.387822,29.663
1659520074.520949,29.712
1659520074.653051,29.663
1659520074.786178,29.677
1659520074.919305,29.612
