LocalTimestamp,T1
1659513872.449636,31.868
1659513872.582915,31.908
1659513872.715169,31.783
1659513872.849473,31.764
1659513872.982752,31.862
1659513873.116031,31.799
1659513873.24931,31.807
1659513873.379513,31.881
1659513873.513817,31.878
1659513873.646071,31.947
1659513873.77935,31.871
1659513873.913654,31.909
1659513874.046933,31.854
1659513874.182262,31.866
1659513874.314516,31.942
1659513874.44882,31.869
1659513874.582099,31.837
1659513874.713328,31.894
1659513874.846606,31.812
1659513874.97886,31.954
1659513875.112139,32.016
1659513875.244905,31.865
1659513875.377672,31.906
1659513875.510951,31.995
1659513875.643204,31.962
1659513875.775458,31.948
1659513875.907712,31.871
1659513876.040991,31.909
1659513876.17427,31.961
1659513876.306523,32.018
1659513876.441853,32.008
1659513876.573081,32.039
1659513876.707385,31.981
1659513876.840664,31.992
1659513876.972918,31.926
1659513877.107222,31.826
1659513877.239476,31.889
1659513877.374805,31.881
1659513877.507059,31.878
1659513877.640338,31.912
1659513877.773617,31.82
1659513877.90587,31.887
1659513878.038124,31.915
1659513878.170378,31.857
1659513878.303657,31.903
1659513878.436936,32.064
1659513878.570215,32.063
1659513878.703494,31.992
1659513878.834722,31.926
1659513878.969026,32.003
1659513879.10128,31.93
1659513879.232508,31.934
1659513879.366812,32.007
1659513879.499066,32.039
1659513879.634396,31.946
1659513879.767674,32.047
1659513879.900954,32.056
1659513880.035258,32.06
1659513880.167511,32.026
1659513880.300278,31.976
1659513880.433044,32.06
1659513880.566323,31.92
1659513880.699602,31.93
1659513880.832881,31.97
1659513880.967185,31.951
1659513881.097388,31.944
1659513881.231692,31.905
1659513881.363946,31.994
1659513881.4962,32.033
1659513881.629479,31.979
1659513881.761732,32.062
1659513881.896036,32.062
1659513882.02829,32.027
1659513882.160544,32.047
1659513882.295873,32.02
1659513882.427102,32.044
1659513882.561406,32.019
1659513882.69366,32.115
1659513882.827964,32.085
1659513882.962268,32.108
1659513883.095547,32.188
1659513883.229851,32.117
1659513883.361079,32.086
1659513883.495384,32.073
1659513883.628662,31.996
1659513883.760916,32.034
1659513883.89522,32.05
1659513884.027474,31.951
1659513884.161778,31.943
1659513884.294032,32.046
1659513884.426286,32.02
1659513884.56059,32.044
1659513884.691818,32.09
1659513884.825097,32.074
1659513884.957351,32.032
1659513885.09063,32.12
1659513885.223909,32.123
1659513885.357188,32.018
1659513885.491492,32.114
1659513885.624771,32.156
1659513885.757024,32.103
1659513885.890303,32.08
1659513886.023582,32.07
1659513886.157886,32.137
1659513886.291165,32.13
1659513886.425469,32.092
1659513886.557723,32.111
1659513886.689977,32.012
1659513886.824281,32.041
1659513886.955509,32.018
1659513887.088788,32.079
1659513887.221042,32.176
1659513887.354321,32.112
1659513887.4876,32.19
1659513887.619853,32.118
1659513887.754158,32.228
1659513887.886411,32.134
1659513888.018665,32.094
1659513888.151944,32.182
1659513888.284198,32.185
1659513888.418502,32.187
1659513888.550756,32.187
