LocalTimestamp,T1
1659521445.880171,33.261
1659521446.012274,33.184
1659521446.146425,33.221
1659521446.278527,33.238
1659521446.412678,33.245
1659521446.54478,33.283
1659521446.677907,33.335
1659521446.811034,33.358
1659521446.94416,33.261
1659521447.078311,33.29
1659521447.212462,33.267
1659521447.346612,33.258
1659521447.478715,33.36
1659521447.610818,33.333
1659521447.745992,33.392
1659521447.878095,33.382
1659521448.011222,33.307
1659521448.144348,33.275
1659521448.277475,33.332
1659521448.411626,33.321
1659521448.543728,33.316
1659521448.677879,33.385
1659521448.811006,33.273
1659521448.942084,33.26
1659521449.075211,33.361
1659521449.207314,33.333
1659521449.341464,33.357
1659521449.474591,33.296
1659521449.607718,33.341
1659521449.740844,33.289
1659521449.871923,33.232
1659521450.006073,33.348
1659521450.138176,33.47
1659521450.272327,33.416
1659521450.406478,33.393
1659521450.539604,33.489
1659521450.674779,33.389
1659521450.806882,33.416
1659521450.941032,33.464
1659521451.074159,33.484
1659521451.206262,33.493
1659521451.339388,33.462
1659521451.471491,33.377
1659521451.605642,33.518
1659521451.737744,33.472
1659521451.870871,33.453
1659521452.003998,33.444
1659521452.1361,33.476
1659521452.268203,33.419
1659521452.400305,33.394
1659521452.533432,33.454
1659521452.666559,33.445
1659521452.799685,33.405
1659521452.93486,33.494
1659521453.065939,33.533
1659521453.200089,33.55
1659521453.333216,33.628
1659521453.465319,33.52
1659521453.600493,33.509
1659521453.732596,33.504
1659521453.867771,33.502
1659521453.999873,33.465
1659521454.134024,33.556
1659521454.267151,33.489
1659521454.399253,33.566
1659521454.533404,33.493
1659521454.665507,33.462
1659521454.798633,33.519
1659521454.93176,33.544
1659521455.064887,33.483
1659521455.198013,33.528
1659521455.329092,33.548
1659521455.463243,33.485
1659521455.595345,33.458
1659521455.727448,33.517
1659521455.861598,33.685
1659521455.993701,33.615
1659521456.128876,33.514
1659521456.262002,33.613
1659521456.395129,33.513
1659521456.52928,33.577
1659521456.661382,33.569
1659521456.795533,33.565
1659521456.92866,33.564
1659521457.062811,33.563
1659521457.196961,33.492
1659521457.330088,33.496
1659521457.464239,33.534
1659521457.594293,33.55
1659521457.728444,33.557
1659521457.860546,33.596
1659521457.992649,33.577
1659521458.125776,33.462
1659521458.257878,33.519
1659521458.392029,33.579
1659521458.524132,33.57
1659521458.657258,33.601
1659521458.792433,33.65
1659521458.923512,33.6
1659521459.057662,33.65
1659521459.189765,33.565
1659521459.322892,33.564
1659521459.457042,33.598
1659521459.590169,33.684
1659521459.72432,33.686
1659521459.856422,33.687
1659521459.990573,33.687
1659521460.1237,33.581
1659521460.256826,33.606
1659521460.392001,33.652
1659521460.524104,33.601
1659521460.658254,33.615
1659521460.789333,33.55
1659521460.921436,33.521
1659521461.055586,33.651
1659521461.186665,33.672
1659521461.319792,33.61
1659521461.451894,33.725
1659521461.585021,33.668
1659521461.718148,33.715
1659521461.85025,33.699
1659521461.984401,33.622
1659521462.117527,33.588
1659521462.24963,33.644
1659521462.382757,33.563
1659521462.515883,33.704
1659521462.650034,33.659
1659521462.784185,33.711
1659521462.918335,33.662
1659521463.050438,33.641
1659521463.183565,33.667
1659521463.317715,33.643
1659521463.448794,33.704
1659521463.582945,33.659
1659521463.715047,33.64
1659521463.848174,33.667
1659521463.982325,33.679
1659521464.114427,33.648
1659521464.248578,33.635
1659521464.380681,33.771
1659521464.512783,33.795
1659521464.64591,33.805
1659521464.778013,33.738
1659521464.912163,33.745
1659521465.044266,33.783
1659521465.178416,33.729
1659521465.311543,33.67
1659521465.44467,33.715
1659521465.577796,33.735
1659521465.710923,33.744
1659521465.845074,33.747
1659521465.9782,33.607
1659521466.112351,33.617
1659521466.247526,33.657
1659521466.378605,33.603
1659521466.512755,33.722
1659521466.645882,33.773
1659521466.777985,33.725
1659521466.912135,33.704
1659521467.044238,33.765
1659521467.178389,33.686
1659521467.310491,33.758
1659521467.443618,33.753
1659521467.575721,33.751
1659521467.707823,33.751
1659521467.84095,33.821
1659521467.973052,33.745
1659521468.107203,33.748
1659521468.24033,33.82
1659521468.37448,33.78
1659521468.508631,33.869
1659521468.63971,33.837
1659521468.774884,33.894
1659521468.906987,33.777
1659521469.040114,33.762
1659521469.174264,33.826
1659521469.306367,33.747
1659521469.441542,33.749
1659521469.573644,33.856
1659521469.706771,33.76
1659521469.839898,33.861
1659521469.972,33.904
1659521470.105127,33.746
1659521470.23723,33.713
1659521470.37138,33.734
1659521470.504507,33.708
1659521470.637634,33.732
1659521470.77076,33.778
1659521470.900815,33.726
1659521471.034966,33.775
1659521471.167068,33.796
1659521471.299171,33.806
1659521471.433321,33.809
1659521471.565424,33.882
1659521471.700599,33.843
1659521471.832701,33.719
1659521471.966852,33.772
1659521472.102027,33.83
1659521472.233105,33.678
1659521472.367256,33.825
1659521472.499359,33.889
1659521472.633509,33.846
1659521472.766636,33.862
1659521472.899763,33.834
1659521473.032889,33.751
1659521473.163968,33.786
1659521473.297095,33.836
1659521473.429197,33.823
1659521473.562324,33.852
1659521473.696475,33.83
1659521473.828577,33.855
1659521473.962728,33.831
1659521474.094831,33.891
1659521474.227957,33.882
1659521474.362108,33.807
1659521474.493186,33.775
1659521474.627337,33.761
1659521474.75944,33.79
1659521474.894614,33.838
1659521475.027741,33.895
1659521475.160868,33.848
1659521475.295019,33.899
1659521475.427121,33.814
1659521475.560248,33.849
1659521475.693374,33.828
1659521475.827013,33.819
1659521475.960652,33.78
1659521476.093779,33.798
1659521476.227929,33.984
1659521476.359008,33.887
1659521476.492135,33.915
1659521476.625261,33.928
1659521476.75634,33.969
1659521476.89049,33.987
1659521477.022593,33.852
1659521477.156744,33.936
1659521477.28987,33.972
1659521477.422997,33.882
1659521477.557148,33.984
1659521477.68925,33.887
1659521477.823401,33.774
1659521477.956528,33.831
1659521478.089654,33.856
1659521478.223805,33.867
1659521478.356932,33.801
1659521478.491082,33.878
1659521478.623185,33.77
1659521478.757336,33.9
1659521478.890462,33.921
1659521479.022565,33.824
1659521479.156716,33.924
1659521479.288818,33.896
1659521479.422969,33.92
1659521479.556096,34.036
1659521479.687174,34.051
1659521479.821325,33.987
1659521479.953428,34.03
1659521480.086554,33.977
1659521480.219681,33.919
1659521480.351784,33.859
1659521480.485934,33.832
1659521480.618037,33.857
1659521480.753211,33.938
1659521480.885314,34.009
1659521481.018441,33.897
1659521481.151567,33.885
1659521481.284694,33.915
1659521481.418845,33.821
1659521481.551972,33.887
1659521481.686122,33.845
1659521481.819249,33.897
1659521481.951352,33.991
1659521482.086526,33.961
1659521482.217605,33.912
1659521482.350732,33.926
1659521482.482834,33.933
1659521482.614937,33.9
1659521482.749087,33.921
1659521482.88119,33.86
1659521483.014317,33.904
1659521483.146419,33.958
1659521483.278522,33.947
1659521483.411649,34.012
1659521483.543751,34.005
1659521483.678926,33.967
1659521483.812053,33.95
1659521483.946203,33.943
1659521484.07933,33.975
1659521484.210408,33.954
1659521484.345583,33.874
1659521484.477686,33.91
1659521484.610813,33.819
1659521484.743939,33.851
1659521484.877066,33.829
1659521485.012241,33.891
1659521485.144343,33.917
1659521485.278494,34.035
1659521485.412645,33.98
1659521485.543723,33.991
1659521485.67685,33.961
1659521485.808953,33.948
1659521485.942079,33.942
1659521486.075206,34.081
1659521486.208333,33.964
1659521486.340435,33.985
1659521486.472538,34.064
1659521486.606688,33.992
1659521486.738791,34.032
1659521486.872942,34.049
1659521487.007092,33.915
1659521487.140219,34.034
1659521487.275394,33.979
1659521487.406472,33.956
1659521487.540623,34.052
1659521487.674774,33.987
1659521487.806876,33.994
1659521487.941027,33.998
1659521488.07313,33.999
1659521488.208305,33.964
1659521488.340407,34.02
1659521488.473534,34.08
1659521488.60666,33.999
1659521488.738763,34.0
1659521488.870866,34.035
1659521489.002968,33.98
1659521489.136095,34.062
1659521489.269222,33.991
1659521489.402348,34.067
1659521489.537523,34.1
1659521489.668602,34.079
1659521489.801728,33.963
1659521489.934855,34.02
1659521490.065933,34.044
1659521490.201108,33.984
1659521490.333211,33.957
1659521490.468386,34.017
1659521490.601512,33.936
1659521490.735663,34.079
1659521490.869814,34.07
1659521491.001916,33.995
