LocalTimestamp,PR
1659441042.773202,175007
1659441042.812166,174965
1659441042.85113,174713
1659441042.890095,174566
1659441042.931622,174339
1659441042.97315,174096
1659441043.012456,173707
1659441043.051762,173328
1659441043.091068,173118
1659441043.133108,173437
1659441043.175149,173954
1659441043.213088,174518
1659441043.251026,174663
1659441043.288965,174512
1659441043.327929,174441
1659441043.366894,174484
1659441043.405858,174934
1659441043.446873,175316
1659441043.487888,175480
1659441043.52651,175415
1659441043.565132,175292
1659441043.603755,175309
1659441043.645283,175289
1659441043.68681,175190
1659441043.725774,174988
1659441043.764739,174864
1659441043.803703,174799
1659441043.844718,174661
1659441043.885733,174517
1659441043.925039,174420
1659441043.964345,174349
1659441044.003651,174337
1659441044.045178,174271
1659441044.086706,174202
1659441044.125328,174177
1659441044.163951,174152
1659441044.202573,174119
1659441044.247006,174045
1659441044.291439,173852
1659441044.335872,173600
1659441044.376887,173377
1659441044.417902,173198
1659441044.456524,173090
1659441044.495147,173004
1659441044.533769,172912
1659441044.572733,172821
1659441044.611697,172723
1659441044.650662,172625
1659441044.691677,172655
1659441044.732692,172678
1659441044.771314,172699
1659441044.809936,172738
1659441044.848559,172764
1659441044.891112,172703
1659441044.933665,172484
1659441044.972971,172263
1659441045.012277,172116
1659441045.051583,171998
1659441045.090205,171873
1659441045.128828,171822
1659441045.16745,171796
1659441045.208978,171761
1659441045.250505,171691
1659441045.289469,171581
1659441045.328434,171596
1659441045.367398,171690
1659441045.409438,171734
1659441045.451478,171746
1659441045.490101,171784
1659441045.528723,171872
1659441045.567346,171953
1659441045.608873,171918
1659441045.650401,171850
1659441045.689365,171921
1659441045.728329,171988
1659441045.767294,171985
1659441045.809334,171968
1659441045.851374,171957
1659441045.895807,171952
1659441045.94024,171926
1659441045.984673,171899
1659441046.023295,171957
1659441046.061918,171972
1659441046.10054,172112
1659441046.142068,172224
1659441046.183595,172274
1659441046.222902,172333
1659441046.262208,172392
1659441046.301513,172389
1659441046.343554,172391
1659441046.385594,172357
1659441046.424217,172137
1659441046.462839,171823
1659441046.501462,171568
1659441046.540084,171484
1659441046.578706,171472
1659441046.617329,171489
1659441046.658344,171557
1659441046.699358,171598
1659441046.737639,171588
1659441046.77592,171608
1659441046.8142,171613
1659441046.856241,171631
1659441046.898281,171648
1659441046.936903,171701
1659441046.975526,171718
1659441047.014148,171740
1659441047.052771,171764
1659441047.091393,171787
1659441047.130016,171789
1659441047.171031,171787
1659441047.212045,171769
1659441047.255111,171650
1659441047.298177,171432
1659441047.336799,171271
1659441047.375422,171170
1659441047.414044,171028
1659441047.458477,170902
1659441047.50291,170918
1659441047.547343,170950
1659441047.580667,170966
1659441047.613992,170963
1659441047.658083,170997
1659441047.702174,171050
1659441047.746265,171097
1659441047.779077,171123
1659441047.811889,171154
1659441047.856664,171267
1659441047.901438,171353
1659441047.946213,171468
1659441047.984836,171589
1659441048.023458,171726
1659441048.06208,171850
1659441048.103095,171915
1659441048.14411,171886
1659441048.183758,171803
1659441048.223406,171794
1659441048.263054,171821
1659441048.305094,171854
1659441048.347134,171867
1659441048.385415,171904
1659441048.423696,171944
1659441048.461976,171941
1659441048.501282,171939
1659441048.540588,171943
1659441048.579894,171969
1659441048.621935,172014
1659441048.663975,172083
1659441048.702939,172169
1659441048.741903,172245
1659441048.780868,172301
1659441048.822395,172340
1659441048.863923,172310
1659441048.902887,172274
1659441048.941851,172146
1659441048.980815,171925
1659441049.022343,171744
1659441049.063871,171696
1659441049.102835,171662
1659441049.141799,171658
1659441049.180763,171701
1659441049.225196,171699
1659441049.269629,171696
1659441049.314062,171632
1659441049.346874,171610
1659441049.379686,171634
1659441049.424119,171683
1659441049.468552,171725
1659441049.512985,171742
1659441049.551949,171762
1659441049.590913,171798
1659441049.629877,171823
1659441049.671405,171828
1659441049.712932,171783
1659441049.751897,171619
1659441049.790861,171413
1659441049.829825,171270
1659441049.87084,171220
1659441049.911855,171215
1659441049.950135,171219
1659441049.988416,171256
1659441050.026697,171243
1659441050.064977,171145
1659441050.103258,171032
1659441050.141539,170938
1659441050.183579,170882
1659441050.225619,170857
