LocalTimestamp,PR
1659520671.407638,172873
1659520671.44092,172960
1659520671.474202,172883
1659520671.518577,173031
1659520671.562953,173094
1659520671.607328,173036
1659520671.645901,173299
1659520671.684474,173467
1659520671.723046,173590
1659520671.76196,173722
1659520671.800874,173852
1659520671.839788,173896
1659520671.881774,174117
1659520671.92376,174253
1659520671.961991,174523
1659520672.000222,174737
1659520672.038454,174533
1659520672.08044,174274
1659520672.122426,174195
1659520672.161681,174217
1659520672.200937,174242
1659520672.240192,174195
1659520672.278082,174208
1659520672.315972,174211
1659520672.353862,174147
1659520672.395848,173957
1659520672.437834,173658
1659520672.47982,173478
1659520672.521806,173372
1659520672.560037,173214
1659520672.598269,173062
1659520672.6365,172992
1659520672.67695,172992
1659520672.7174,172950
1659520672.756996,172877
1659520672.796593,172913
1659520672.83619,173207
1659520672.880565,173264
1659520672.924941,173327
1659520672.969316,173475
1659520673.00311,173560
1659520673.036904,173545
1659520673.081962,173545
1659520673.12702,173558
1659520673.172079,173410
1659520673.210651,173387
1659520673.249224,173544
1659520673.287796,173721
1659520673.328758,173665
1659520673.36972,173457
1659520673.408976,173287
1659520673.448231,173200
1659520673.487486,173193
1659520673.529472,173161
1659520673.571459,173115
1659520673.610031,173065
1659520673.648604,172945
1659520673.687176,172782
1659520673.72609,172622
1659520673.765004,172495
1659520673.803918,172404
1659520673.84488,172305
1659520673.885842,172290
1659520673.924756,172325
1659520673.96367,172314
1659520674.002584,172316
1659520674.04457,172322
1659520674.086556,172320
1659520674.125129,172341
1659520674.163702,172395
1659520674.202274,172449
1659520674.243748,172299
1659520674.285222,172043
1659520674.324477,171900
1659520674.363733,171782
1659520674.402988,171726
1659520674.444462,171656
1659520674.485936,171788
1659520674.524168,171983
1659520674.562399,172086
1659520674.60063,172130
1659520674.645005,172108
1659520674.689381,172147
1659520674.733757,172175
1659520674.767038,172181
1659520674.80032,172191
1659520674.844354,172181
1659520674.888388,172192
1659520674.932423,172186
1659520674.971337,172176
1659520675.010251,172191
1659520675.049164,172265
1659520675.091151,172391
1659520675.133137,172512
1659520675.171709,172553
1659520675.210282,172417
1659520675.248854,172206
1659520675.29084,172074
1659520675.332827,171962
1659520675.371741,171819
1659520675.410655,171742
1659520675.449569,171724
1659520675.488141,171637
1659520675.526714,171519
1659520675.565286,171434
1659520675.605736,171476
1659520675.646186,171575
1659520675.685441,171655
1659520675.724697,171754
1659520675.763952,171894
1659520675.805938,172052
1659520675.847924,172097
1659520675.886156,172108
1659520675.924387,172164
1659520675.962618,172198
1659520676.004092,172248
1659520676.045566,172300
1659520676.084821,172220
1659520676.124077,172056
1659520676.163332,171930
1659520676.205318,171855
1659520676.247304,171776
1659520676.292021,171718
1659520676.336738,171685
1659520676.381455,171709
1659520676.420369,171722
1659520676.459283,171744
1659520676.498197,171784
1659520676.539671,171807
1659520676.581145,171851
1659520676.620059,171935
1659520676.658973,172053
1659520676.697887,172177
1659520676.740385,172189
1659520676.782883,172218
1659520676.821114,172262
1659520676.859346,172315
1659520676.897577,172396
1659520676.936491,172484
1659520676.975405,172596
1659520677.014319,172658
1659520677.055793,172523
1659520677.097267,172372
1659520677.135498,172355
1659520677.173729,172347
1659520677.211961,172297
1659520677.253947,172284
1659520677.295933,172338
1659520677.335529,172422
1659520677.375126,172486
1659520677.414723,172477
1659520677.452954,172479
1659520677.491185,172511
1659520677.529417,172582
1659520677.571403,172676
1659520677.613389,172759
1659520677.653122,172812
1659520677.692855,172881
1659520677.732588,172919
1659520677.772321,172962
1659520677.812055,172983
1659520677.853017,173034
1659520677.893979,173037
1659520677.932551,172913
1659520677.971124,172748
1659520678.009696,172666
1659520678.053731,172651
1659520678.097765,172633
1659520678.141799,172640
1659520678.175081,172674
1659520678.208362,172693
1659520678.253421,172699
1659520678.298479,172710
1659520678.343537,172727
1659520678.376307,172754
1659520678.409076,172790
1659520678.453111,172828
1659520678.497145,172887
1659520678.541179,172937
1659520678.584189,172975
1659520678.627199,173046
1659520678.666113,173110
1659520678.705027,173178
1659520678.743941,173232
1659520678.782855,173218
1659520678.821769,173064
1659520678.860683,172854
1659520678.902157,172737
1659520678.943631,172658
1659520678.982887,172580
1659520679.022142,172490
1659520679.061397,172469
1659520679.102359,172454
1659520679.143321,172436
1659520679.182235,172427
1659520679.221149,172421
1659520679.260063,172440
1659520679.298636,172461
1659520679.337208,172481
1659520679.375781,172508
1659520679.417767,172515
1659520679.459753,172531
1659520679.499008,172538
1659520679.538264,172574
1659520679.577519,172629
1659520679.618993,172689
1659520679.660467,172753
1659520679.699381,172727
1659520679.738295,172630
1659520679.777209,172538
1659520679.819195,172548
1659520679.861181,172541
1659520679.900436,172543
1659520679.939692,172647
1659520679.978947,172710
1659520680.019909,172574
1659520680.060871,172456
1659520680.104905,172360
1659520680.14894,172339
1659520680.192974,172366
1659520680.231888,172356
1659520680.270802,172375
1659520680.309716,172395
1659520680.35119,172411
1659520680.392664,172438
1659520680.431236,172460
1659520680.469809,172507
1659520680.508382,172526
1659520680.550368,172552
1659520680.592354,172603
1659520680.630926,172658
1659520680.669499,172657
1659520680.708071,172370
1659520680.746985,172138
1659520680.785899,172054
1659520680.824813,172043
1659520680.866799,172011
1659520680.908786,172032
1659520680.948041,172091
1659520680.987296,172120
1659520681.026551,172113
1659520681.064441,172111
1659520681.102331,172100
1659520681.140221,172050
1659520681.181695,172004
1659520681.223169,172028
1659520681.261742,172003
1659520681.300314,171923
1659520681.338887,171876
1659520681.380361,171946
1659520681.421835,172031
1659520681.460749,172099
1659520681.499663,172166
1659520681.538577,172280
1659520681.580563,172318
1659520681.622549,172209
1659520681.666584,171982
1659520681.710618,171841
1659520681.754652,171724
1659520681.788445,171669
1659520681.822239,171699
1659520681.867297,171642
1659520681.912356,171688
1659520681.957414,171660
1659520681.995986,171716
1659520682.034559,171848
1659520682.073132,171845
1659520682.114606,171697
1659520682.15608,171650
1659520682.195335,171676
1659520682.234591,171606
1659520682.273846,171463
1659520682.312418,171130
1659520682.350991,170827
1659520682.389564,170658
1659520682.431038,170767
1659520682.472512,171351
1659520682.511767,172339
1659520682.551022,173241
1659520682.590278,174062
1659520682.628509,174522
1659520682.66674,174739
1659520682.704971,175478
1659520682.747469,175949
1659520682.789968,176374
1659520682.829223,176927
1659520682.868478,177176
1659520682.907733,177313
1659520682.948951,177614
1659520682.99017,177869
1659520683.031388,177898
1659520683.072606,178985
1659520683.112202,176882
1659520683.151799,173437
1659520683.191396,173235
1659520683.235771,173385
1659520683.280147,173162
1659520683.324522,174350
1659520683.363095,178241
1659520683.401668,181315
1659520683.44024,176913
1659520683.478813,175056
1659520683.517385,174100
1659520683.555958,173234
1659520683.594189,172225
1659520683.632421,171286
1659520683.670652,170803
1659520683.711614,170582
1659520683.752576,170432
1659520683.79149,170353
1659520683.830404,170307
1659520683.869318,170221
1659520683.910792,170134
1659520683.952266,170073
1659520683.99118,170119
1659520684.030094,170198
1659520684.069008,170298
1659520684.110994,170344
1659520684.15298,170313
1659520684.191894,170216
1659520684.230808,170101
1659520684.269722,170095
1659520684.311196,170081
1659520684.35267,170072
1659520684.391243,170088
1659520684.429815,170103
1659520684.468388,170144
1659520684.512422,170203
1659520684.556456,169993
1659520684.60049,169640
1659520684.641452,169420
1659520684.682414,169333
1659520684.721328,169164
1659520684.760242,168932
1659520684.799156,168756
1659520684.841142,168609
1659520684.883128,168508
1659520684.921701,168501
1659520684.960274,168490
1659520684.998846,168421
1659520685.038101,168368
1659520685.077357,168381
1659520685.116612,168431
1659520685.158086,168500
1659520685.19956,168525
1659520685.238816,168484
1659520685.278071,168433
1659520685.317326,168412
1659520685.359312,168462
1659520685.401298,168557
1659520685.440212,168635
1659520685.479126,168710
1659520685.51804,168725
1659520685.559258,168589
1659520685.600476,168421
1659520685.641694,168358
1659520685.682912,168273
1659520685.721826,168154
1659520685.76074,168074
1659520685.799654,168101
1659520685.840616,168142
1659520685.881578,168128
1659520685.920151,168060
1659520685.958724,168047
1659520685.997296,168063
1659520686.036893,168126
1659520686.076489,168208
1659520686.116086,168246
1659520686.15756,168188
1659520686.199034,168177
1659520686.237265,168269
1659520686.275497,168361
1659520686.313728,168380
1659520686.355714,168479
1659520686.3977,168505
1659520686.436955,168493
1659520686.476211,168360
1659520686.515466,168216
1659520686.556428,168177
1659520686.59739,168176
1659520686.636304,168171
1659520686.675218,168143
1659520686.714132,168083
1659520686.755606,168025
1659520686.79708,167979
1659520686.840773,167960
1659520686.884466,167968
1659520686.928159,168010
1659520686.967414,168032
1659520687.006669,168042
1659520687.045924,168080
1659520687.087399,168087
1659520687.128873,168116
1659520687.167104,168166
1659520687.205335,168233
1659520687.243567,168281
1659520687.284528,168356
1659520687.32549,168406
1659520687.365428,168379
1659520687.405366,168202
1659520687.445304,168031
1659520687.483536,167960
1659520687.521767,167914
1659520687.559998,167868
1659520687.601472,167850
1659520687.642946,167883
1659520687.68186,167901
1659520687.720774,167873
1659520687.759688,167854
1659520687.79792,167868
1659520687.836151,167893
1659520687.874382,167936
1659520687.919099,167957
1659520687.963816,167966
1659520688.008533,167939
1659520688.047105,167998
1659520688.085678,168114
1659520688.12425,168174
1659520688.165981,168171
1659520688.207711,168164
1659520688.249441,168158
1659520688.291171,168031
1659520688.329317,167775
1659520688.367463,167611
1659520688.405608,167602
1659520688.443754,167580
1659520688.484716,167478
1659520688.525679,167459
1659520688.565275,167510
1659520688.604872,167535
1659520688.644469,167538
1659520688.686455,167552
1659520688.728441,167575
1659520688.767013,167587
1659520688.805586,167615
1659520688.844158,167641
1659520688.882731,167674
1659520688.921304,167717
1659520688.959876,167741
1659520689.002374,167760
1659520689.044873,167813
1659520689.085323,167906
1659520689.125772,168017
1659520689.164345,168059
1659520689.202918,167829
1659520689.24149,167544
1659520689.286207,167334
1659520689.330924,167234
1659520689.375641,167229
1659520689.408923,167248
1659520689.442204,167275
1659520689.48658,167275
1659520689.530956,167277
1659520689.575331,167264
1659520689.608613,167255
1659520689.641894,167278
1659520689.68627,167286
1659520689.730645,167329
1659520689.775021,167382
1659520689.813935,167455
1659520689.852849,167554
1659520689.891763,167628
1659520689.934261,167657
1659520689.976759,167701
1659520690.015332,167739
1659520690.053904,167715
1659520690.092477,167555
1659520690.132927,167380
1659520690.173377,167275
1659520690.211011,167204
1659520690.248645,167152
1659520690.286278,167145
1659520690.323912,167128
1659520690.367605,167152
1659520690.411298,167173
1659520690.454991,167230
1659520690.496465,167237
1659520690.537939,167263
1659520690.576853,167315
1659520690.615767,167352
1659520690.654681,167395
1659520690.697179,167445
1659520690.739677,167477
1659520690.77825,167481
1659520690.816823,167545
1659520690.855395,167583
1659520690.89465,167610
1659520690.933906,167679
1659520690.973161,167693
1659520691.011734,167528
1659520691.050306,167283
1659520691.088879,167136
1659520691.130865,167061
1659520691.172851,167000
1659520691.212106,166960
1659520691.251362,166954
1659520691.290617,167022
1659520691.331579,167040
1659520691.372541,167056
1659520691.410431,167041
1659520691.448321,167013
1659520691.486211,167029
1659520691.529221,167099
1659520691.572231,167167
1659520691.611145,167231
1659520691.650059,167323
1659520691.688973,167395
1659520691.729935,167446
1659520691.770897,167468
1659520691.810152,167475
1659520691.849407,167552
1659520691.888663,167627
1659520691.933721,167617
1659520691.978779,167434
1659520692.023838,167233
1659520692.065312,167116
1659520692.106786,167064
1659520692.1457,167030
1659520692.184613,167019
1659520692.223527,167059
1659520692.265514,167061
1659520692.3075,167062
1659520692.34539,167085
1659520692.38328,167111
1659520692.421169,167149
1659520692.460083,167201
1659520692.498997,167240
1659520692.537911,167286
1659520692.576484,167325
1659520692.615057,167366
1659520692.653629,167393
1659520692.697663,167436
1659520692.741697,167467
1659520692.785732,167497
1659520692.820037,167564
1659520692.854343,167609
1659520692.898719,167559
1659520692.943094,167325
1659520692.98747,167110
1659520693.019727,166992
1659520693.051985,166949
1659520693.096702,166878
1659520693.141419,166855
1659520693.186136,166888
1659520693.225391,166924
1659520693.264646,166972
1659520693.303901,166997
1659520693.344352,167014
1659520693.384802,167044
1659520693.424535,167092
1659520693.464268,167139
1659520693.504001,167191
1659520693.543734,167234
1659520693.583467,167273
1659520693.622381,167312
1659520693.661295,167331
1659520693.700209,167373
1659520693.741683,167433
1659520693.783158,167506
1659520693.822413,167575
1659520693.861668,167477
1659520693.900923,167250
1659520693.939496,167073
1659520693.978069,167025
1659520694.016641,166983
1659520694.059139,166953
1659520694.101637,166973
1659520694.140893,166974
1659520694.180148,166968
1659520694.219403,166963
1659520694.260877,166958
1659520694.302351,166987
1659520694.340924,167045
1659520694.379497,167082
1659520694.418069,167134
1659520694.460567,167174
1659520694.503066,167216
1659520694.54198,167256
1659520694.580894,167284
1659520694.619807,167343
1659520694.6635,167395
1659520694.707193,167459
1659520694.750886,167508
1659520694.783656,167536
1659520694.816425,167396
1659520694.858411,167141
1659520694.900397,166989
1659520694.942384,166896
1659520694.98437,166833
1659520695.025844,166759
1659520695.067318,166760
1659520695.106573,166777
1659520695.145828,166771
1659520695.185084,166770
1659520695.224339,166763
1659520695.263594,166795
1659520695.30285,166847
1659520695.344324,166877
1659520695.385798,166936
1659520695.425053,167002
1659520695.464308,167064
1659520695.503564,167092
1659520695.544526,167126
1659520695.585488,167172
1659520695.62918,167237
1659520695.672873,167300
1659520695.716566,167378
1659520695.75036,167426
1659520695.784154,167292
1659520695.828529,167031
1659520695.872905,166868
1659520695.91728,166794
1659520695.949538,166754
1659520695.981796,166734
1659520696.026171,166726
1659520696.070547,166732
1659520696.114922,166741
1659520696.154519,166731
1659520696.194115,166722
1659520696.233712,166754
1659520696.274674,166810
1659520696.315636,166853
1659520696.35455,166922
1659520696.393464,166988
1659520696.432378,167051
1659520696.474364,167122
1659520696.51635,167182
1659520696.555264,167240
1659520696.594178,167271
1659520696.633092,167316
