LocalTimestamp,PR
1659429979.626138,165368
1659429979.667125,164767
1659429979.708112,163896
1659429979.746024,163293
1659429979.783937,162723
1659429979.82185,161386
1659429979.861129,159469
1659429979.900408,159469
1659429979.939687,159264
1659429979.981186,159562
1659429980.022685,159695
1659429980.061281,162932
1659429980.099877,164395
1659429980.138473,164599
1659429980.180996,165142
1659429980.22352,165867
1659429980.262116,165819
1659429980.300712,165603
1659429980.339308,165442
1659429980.380807,165388
1659429980.422306,165394
1659429980.467391,165566
1659429980.512477,165714
1659429980.557562,165829
1659429980.590352,165954
1659429980.623141,165812
1659429980.667202,165413
1659429980.711262,164955
1659429980.755323,164498
1659429980.794261,164297
1659429980.833198,163949
1659429980.872136,163513
1659429980.914659,163272
1659429980.957183,163042
1659429980.995096,163016
1659429981.033009,163048
1659429981.070921,163175
1659429981.113445,163367
1659429981.155969,163442
1659429981.194906,163374
1659429981.233844,163307
1659429981.272781,163229
1659429981.311719,163068
1659429981.350656,162920
1659429981.389594,162910
1659429981.432117,162970
1659429981.474641,163001
1659429981.51392,162909
1659429981.553199,162823
1659429981.592478,162863
1659429981.632952,162866
1659429981.673427,162891
1659429981.712364,162924
1659429981.751302,162924
1659429981.790239,162848
1659429981.832763,162696
1659429981.875287,162645
1659429981.913541,162721
1659429981.951795,162772
1659429981.99005,162777
1659429982.031549,162759
1659429982.073048,162787
1659429982.114547,162895
1659429982.156046,162976
1659429982.197545,162965
1659429982.239044,162819
1659429982.27764,162710
1659429982.316236,162668
1659429982.354832,162657
1659429982.393769,162673
1659429982.432707,162701
1659429982.471644,162747
1659429982.513656,162800
1659429982.555667,162844
1659429982.594263,162875
1659429982.632859,162884
1659429982.671455,162909
1659429982.712441,162939
1659429982.753428,162987
1659429982.792024,162997
1659429982.83062,162999
1659429982.869216,163009
1659429982.911227,163002
1659429982.953239,162931
1659429982.991835,162823
1659429983.030431,162754
1659429983.069026,162702
1659429983.113429,162701
1659429983.157831,162705
1659429983.202233,162697
1659429983.235023,162691
1659429983.267812,162689
1659429983.311873,162695
1659429983.355934,162711
1659429983.399994,162735
1659429983.438932,162754
1659429983.477869,162780
1659429983.516807,162789
1659429983.558818,162788
1659429983.60083,162806
1659429983.639426,162826
1659429983.678021,162857
1659429983.716617,162794
1659429983.758629,162725
1659429983.80064,162658
1659429983.839577,162598
1659429983.878515,162569
1659429983.917452,162564
1659429983.95639,162602
1659429983.995327,162622
1659429984.034265,162643
1659429984.075764,162667
1659429984.117263,162698
1659429984.1562,162705
1659429984.195138,162727
1659429984.234075,162754
1659429984.275062,162760
1659429984.316049,162771
1659429984.355669,162793
1659429984.39529,162823
1659429984.43491,162859
1659429984.476922,162827
1659429984.518933,162756
1659429984.557188,162663
1659429984.595442,162617
1659429984.633696,162613
1659429984.675708,162630
1659429984.717719,162651
1659429984.762463,162675
