LocalTimestamp,PR
1659442945.048808,166340
1659442945.048808,166371
1659442945.048808,166379
1659442945.048808,165212
1659442945.048808,165272
1659442945.048808,165503
1659442945.086528,165764
1659442945.124248,165950
1659442945.161968,166089
1659442945.199688,166307
1659442945.237408,166522
1659442945.275128,166702
1659442945.314384,166824
1659442945.35364,166941
1659442945.392897,167073
1659442945.43386,167094
1659442945.474823,166821
1659442945.513737,166334
1659442945.552652,166115
1659442945.591567,166043
1659442945.634066,165996
1659442945.676565,166030
1659442945.715138,166104
1659442945.753712,166201
1659442945.792285,166268
1659442945.836321,166312
1659442945.880356,166387
1659442945.924391,166462
1659442945.965866,166543
1659442946.007341,166619
1659442946.045232,166709
1659442946.083122,166803
1659442946.121013,166869
1659442946.163512,166575
1659442946.206011,166255
1659442946.245268,166157
1659442946.284524,166148
1659442946.32378,166176
1659442946.362695,166266
1659442946.40161,166355
1659442946.440524,166408
1659442946.481999,166431
1659442946.523474,166459
1659442946.562731,166510
1659442946.601987,166596
1659442946.641243,166654
1659442946.68323,166716
1659442946.725217,166801
1659442946.76379,166848
1659442946.802364,166661
1659442946.840937,166263
1659442946.879852,166051
1659442946.918767,165954
1659442946.957682,165913
1659442946.999157,165892
1659442947.040632,165939
1659442947.078864,166023
1659442947.117096,166051
1659442947.155328,166068
1659442947.197315,166101
1659442947.239302,166161
1659442947.2789,166240
1659442947.318497,166356
1659442947.358095,166463
1659442947.399058,166589
1659442947.440021,166620
1659442947.484397,166274
1659442947.528774,165962
1659442947.57315,165840
1659442947.607457,165771
1659442947.641763,165732
1659442947.685799,165754
1659442947.729834,165851
1659442947.773869,165935
1659442947.812442,165974
1659442947.851016,165992
1659442947.889589,166052
1659442947.930552,166140
1659442947.971515,166221
1659442948.010089,166307
1659442948.048662,166384
1659442948.087236,166487
1659442948.129223,166488
1659442948.17121,166150
1659442948.210124,165829
1659442948.249039,165677
1659442948.287954,165619
1659442948.326186,165579
1659442948.364418,165590
1659442948.40265,165691
1659442948.443613,165777
1659442948.484576,165829
1659442948.524174,165846
1659442948.563771,165891
1659442948.603369,165992
1659442948.644844,166088
1659442948.686319,166190
1659442948.724551,166278
1659442948.762783,166390
1659442948.801015,166460
1659442948.843514,166295
1659442948.886014,165904
1659442948.92527,165642
1659442948.964526,165548
1659442949.003782,165486
1659442949.044233,165480
1659442949.084684,165537
1659442949.12394,165668
1659442949.163196,165740
1659442949.202452,165785
1659442949.246829,165818
1659442949.291205,165896
1659442949.335582,165984
1659442949.368864,166065
1659442949.402147,166157
1659442949.446865,166242
1659442949.491583,166328
1659442949.5363,166442
1659442949.569583,166455
1659442949.602865,166091
1659442949.6469,165744
1659442949.690936,165607
1659442949.734971,165554
1659442949.774568,165527
1659442949.814166,165549
1659442949.853764,165658
1659442949.896263,165745
1659442949.938762,165785
1659442949.977335,165820
1659442950.015908,165859
1659442950.054482,165915
1659442950.095957,165960
1659442950.137432,166043
1659442950.176005,166108
1659442950.214579,166180
1659442950.253152,166266
1659442950.291384,166384
1659442950.329617,166363
1659442950.367849,166001
1659442950.412225,165668
1659442950.456602,165531
1659442950.500978,165461
1659442950.534773,165445
1659442950.568567,165500
1659442950.612602,165635
1659442950.656638,165743
1659442950.700673,165781
1659442950.739929,165852
1659442950.779185,165910
1659442950.818441,165988
1659442950.859916,166086
1659442950.901391,166170
1659442950.939965,166260
1659442950.978538,166379
1659442951.017112,166527
1659442951.059099,166566
1659442951.101086,166207
1659442951.140001,165832
1659442951.178916,165715
1659442951.21783,165734
1659442951.256062,165755
1659442951.294294,165838
1659442951.332526,165955
1659442951.373489,166035
1659442951.414453,166043
1659442951.453709,166084
1659442951.492965,166128
1659442951.532221,166210
1659442951.573696,166312
1659442951.615171,166399
1659442951.653403,166500
1659442951.691635,166626
1659442951.729867,166740
1659442951.769465,166492
1659442951.809062,166000
1659442951.84866,165801
1659442951.890135,165776
1659442951.93161,165815
1659442951.972573,165851
1659442952.013536,165973
1659442952.052792,166063
1659442952.092048,166096
1659442952.131304,166080
1659442952.176022,166130
1659442952.22074,166206
1659442952.265458,166276
1659442952.299253,166371
1659442952.333047,166456
1659442952.377424,166558
1659442952.4218,166666
1659442952.466177,166694
1659442952.499459,166299
1659442952.532741,165896
1659442952.576435,165742
1659442952.620129,165726
1659442952.663823,165729
1659442952.702738,165745
1659442952.741652,165866
1659442952.780567,165963
1659442952.823578,165971
1659442952.86659,165972
1659442952.905163,166021
1659442952.943737,166093
1659442952.98231,166198
1659442953.023785,166325
1659442953.06526,166422
1659442953.104857,166496
1659442953.144455,166603
1659442953.184052,166683
1659442953.222285,166450
1659442953.260517,165890
1659442953.298749,165530
1659442953.340736,165308
1659442953.382723,165092
1659442953.421979,164964
1659442953.461235,164907
1659442953.500491,164916
1659442953.540942,164915
1659442953.581393,164805
1659442953.619967,164716
1659442953.65854,164715
1659442953.697114,164920
1659442953.739613,165094
1659442953.782112,165214
1659442953.820003,165353
1659442953.857893,165434
1659442953.895784,165478
1659442953.937259,165545
1659442953.978734,165559
1659442954.01799,165126
1659442954.057246,164677
1659442954.096503,164486
1659442954.140879,164462
1659442954.185256,164475
1659442954.229632,164493
1659442954.271107,164614
1659442954.312582,164693
1659442954.351838,164716
1659442954.391095,164714
1659442954.430351,164749
1659442954.471314,164833
1659442954.512277,164894
1659442954.550168,165004
1659442954.588058,165117
1659442954.625949,165236
1659442954.665205,165309
1659442954.704461,165405
1659442954.743717,165494
1659442954.785705,165228
1659442954.827692,164757
1659442954.866265,164548
1659442954.904839,164541
1659442954.943412,164521
1659442954.982327,164522
1659442955.021242,164569
1659442955.060156,164636
1659442955.101631,164668
1659442955.143106,164682
1659442955.182021,164708
1659442955.220936,164761
1659442955.259851,164836
1659442955.301838,164932
1659442955.343825,165053
1659442955.38274,165206
1659442955.421654,165352
1659442955.460569,165409
1659442955.502044,165152
1659442955.543519,164720
1659442955.588237,164436
1659442955.632955,164354
1659442955.677673,164358
1659442955.711468,164382
1659442955.745262,164442
1659442955.789297,164502
1659442955.833332,164545
1659442955.877367,164531
1659442955.910138,164549
1659442955.942908,164604
1659442955.987285,164697
1659442956.031661,164800
1659442956.076038,164892
1659442956.114953,164977
1659442956.153867,165059
1659442956.192782,165203
1659442956.234257,165303
1659442956.275732,165051
1659442956.314989,164563
1659442956.354245,164294
1659442956.393501,164255
1659442956.432074,164240
1659442956.470648,164258
1659442956.509221,164371
1659442956.551208,164508
1659442956.593195,164585
1659442956.63211,164623
1659442956.671025,164634
1659442956.70994,164702
1659442956.750903,164803
1659442956.791866,164903
1659442956.830439,165002
1659442956.869013,165126
1659442956.907586,165224
1659442956.946501,165363
1659442956.985416,165490
1659442957.024331,165275
1659442957.066318,164728
1659442957.108305,164406
1659442957.148756,164305
1659442957.189207,164288
1659442957.228121,164293
1659442957.267036,164384
1659442957.305951,164537
1659442957.350669,164633
1659442957.395387,164659
1659442957.440105,164711
1659442957.473387,164799
1659442957.50667,164918
1659442957.551387,165027
1659442957.596105,165177
