LocalTimestamp,PR
1659440546.511739,164457
1659440546.511739,164454
1659440546.511739,163414
1659440546.547627,163426
1659440546.583515,163488
1659440546.619403,163474
1659440546.655291,163483
1659440546.693572,163507
1659440546.731852,163496
1659440546.770133,163386
1659440546.812686,163166
1659440546.855239,162915
1659440546.893862,162762
1659440546.932484,162709
1659440546.971106,162663
1659440547.012121,162734
1659440547.053136,162837
1659440547.092784,162893
1659440547.132432,162937
1659440547.17208,162991
1659440547.213607,163043
1659440547.255135,163075
1659440547.293416,163176
1659440547.331696,163268
1659440547.369977,163309
1659440547.414751,163398
1659440547.459526,163347
1659440547.504301,163115
1659440547.5366,162899
1659440547.568899,162707
1659440547.612648,162608
1659440547.656398,162577
1659440547.700147,162574
1659440547.739111,162666
1659440547.778075,162774
1659440547.81704,162831
1659440547.85908,162837
1659440547.90112,162863
1659440547.939401,162926
1659440547.977682,163006
1659440548.015962,163050
1659440548.058515,163109
1659440548.101068,163187
1659440548.140033,163274
1659440548.178997,163339
1659440548.217961,163384
1659440548.256925,163442
1659440548.295889,163506
1659440548.334853,163565
1659440548.377407,163593
1659440548.41996,163631
1659440548.458582,163699
1659440548.497204,163703
1659440548.535827,163732
1659440548.576329,163659
1659440548.616831,163365
1659440548.655796,163069
1659440548.69476,162855
1659440548.733724,162764
1659440548.776277,162695
1659440548.81883,162695
1659440548.857111,162781
1659440548.895391,162871
1659440548.933672,162887
1659440548.975199,162914
1659440549.016727,162966
1659440549.056033,163006
1659440549.095339,163046
1659440549.134645,163120
1659440549.178394,163186
1659440549.222144,163238
1659440549.265893,163323
1659440549.308446,163401
1659440549.350999,163473
1659440549.389621,163509
1659440549.428244,163550
1659440549.466866,163467
1659440549.507369,163303
1659440549.547871,163077
1659440549.586493,162896
1659440549.625116,162856
1659440549.663738,162836
1659440549.703044,162867
1659440549.74235,162958
1659440549.781656,163032
1659440549.822158,163074
1659440549.862661,163154
1659440549.901283,163204
1659440549.939905,163253
1659440549.978528,163306
1659440550.01715,163372
1659440550.055773,163481
1659440550.094395,163577
1659440550.136435,163610
1659440550.178476,163674
1659440550.217098,163736
1659440550.255721,163778
1659440550.294343,163827
1659440550.335871,163909
1659440550.377398,163942
1659440550.416704,163952
1659440550.45601,163966
1659440550.495316,163837
1659440550.539407,163575
1659440550.583498,163328
1659440550.627589,163159
1659440550.661427,163063
1659440550.695264,163050
1659440550.739697,163075
