LocalTimestamp,PG
1659430208.331273,8103
1659430208.370552,8302
1659430208.409831,8617
1659430208.44911,8968
1659430208.490609,9229
1659430208.532109,9371
1659430208.571046,9383
1659430208.609983,9375
1659430208.648921,9375
1659430208.69042,9408
1659430208.731919,9429
1659430208.770856,9452
1659430208.809794,9727
1659430208.848731,10265
1659430208.892451,10594
1659430208.93617,10607
1659430208.979889,10494
1659430209.022413,10579
1659430209.064936,10838
1659430209.103191,10828
1659430209.141445,11118
1659430209.179699,11519
1659430209.218295,11724
1659430209.256891,11881
1659430209.295487,12040
1659430209.336986,12193
1659430209.378485,12344
1659430209.417764,12471
1659430209.457043,12537
1659430209.496322,12613
1659430209.536797,12697
1659430209.577271,12742
1659430209.61655,12818
1659430209.655829,12891
1659430209.695108,12966
1659430209.734387,13046
1659430209.773666,13128
1659430209.812945,13181
1659430209.854444,13225
1659430209.895943,13278
1659430209.934539,13313
1659430209.973135,13343
1659430210.011731,13365
1659430210.054255,13388
1659430210.096778,13408
1659430210.135033,13423
1659430210.173287,13427
1659430210.211541,13447
1659430210.253553,13464
1659430210.295564,13468
1659430210.339967,13493
1659430210.384369,13512
1659430210.428771,13530
1659430210.462073,13555
1659430210.495375,13566
1659430210.539435,13586
1659430210.583496,13617
1659430210.627557,13625
1659430210.661883,13649
1659430210.69621,13683
1659430210.740612,13711
1659430210.785014,13742
1659430210.829417,13729
1659430210.868354,13712
1659430210.907292,13669
1659430210.946229,13641
1659430210.987728,13645
1659430211.029227,13704
1659430211.068506,13821
1659430211.107785,13669
1659430211.147064,13726
1659430211.184977,13779
1659430211.22289,13804
1659430211.260803,13852
1659430211.303838,13886
1659430211.346875,14015
1659430211.385129,14161
1659430211.423383,14304
1659430211.461638,14342
1659430211.502112,14405
1659430211.542587,14459
1659430211.581524,14412
1659430211.620461,14276
1659430211.659399,14118
1659430211.697995,13995
1659430211.736591,13857
1659430211.775187,13794
1659430211.816685,13778
1659430211.858185,13794
1659430211.90327,13821
1659430211.948355,13875
1659430211.993441,13947
1659430212.02623,14005
1659430212.05902,13997
1659430212.103081,13975
1659430212.147141,13980
1659430212.191202,13924
1659430212.230139,13808
1659430212.269077,13721
1659430212.308014,13691
1659430212.350026,13700
1659430212.392037,13709
1659430212.42995,13721
1659430212.467863,13734
1659430212.505775,13769
1659430212.544713,13869
1659430212.58365,14082
1659430212.622588,14318
1659430212.663575,14364
1659430212.704561,14344
1659430212.743499,14289
1659430212.782436,14205
1659430212.821374,14170
1659430212.85997,14166
1659430212.898565,14212
1659430212.937161,14226
1659430212.979173,14214
1659430213.021184,14196
1659430213.05978,14164
1659430213.098376,14147
1659430213.136972,14136
1659430213.179496,14126
1659430213.222019,14134
1659430213.264031,14134
1659430213.306042,14124
1659430213.34498,14100
1659430213.383917,14090
1659430213.422854,14077
1659430213.467257,14085
1659430213.511659,14136
1659430213.556062,14193
1659430213.594999,14242
1659430213.633936,14311
1659430213.672874,14345
1659430213.714373,14354
1659430213.755872,14346
1659430213.794809,14316
1659430213.833747,14291
1659430213.872684,14261
1659430213.914183,14233
1659430213.955683,14217
1659430213.994278,14229
1659430214.032874,14242
1659430214.07147,14251
1659430214.110066,14258
1659430214.148662,14269
1659430214.187258,14292
1659430214.226537,14291
1659430214.265816,14286
1659430214.305095,14289
1659430214.347106,14302
1659430214.389117,14302
1659430214.428055,14313
1659430214.466992,14321
1659430214.50593,14319
1659430214.550332,14345
1659430214.594734,14361
1659430214.639137,14363
1659430214.671926,14384
1659430214.704715,14400
1659430214.748435,14423
1659430214.792154,14421
1659430214.835873,14406
1659430214.878397,14412
1659430214.920921,14435
1659430214.959175,14446
1659430214.997429,14462
1659430215.035684,14499
1659430215.074621,14498
1659430215.113559,14480
1659430215.152496,14454
1659430215.193483,14449
1659430215.23447,14453
1659430215.27409,14475
1659430215.313711,14482
1659430215.353331,14490
1659430215.391586,14520
1659430215.42984,14523
1659430215.468094,14548
1659430215.510106,14564
1659430215.552117,14576
1659430215.590713,14593
1659430215.629309,14597
1659430215.667905,14587
1659430215.709404,14571
1659430215.750903,14563
1659430215.78984,14558
1659430215.828778,14559
1659430215.867715,14555
1659430215.909214,14550
1659430215.950713,14560
1659430215.988626,14557
1659430216.026539,14549
1659430216.064452,14552
1659430216.107488,14560
1659430216.150524,14545
1659430216.18912,14544
1659430216.227715,14557
1659430216.266311,14566
1659430216.311055,14571
1659430216.355799,14560
1659430216.400543,14557
1659430216.442042,14565
1659430216.483541,14557
1659430216.523162,14553
1659430216.562782,14562
1659430216.602403,14581
1659430216.640657,14598
1659430216.678911,14626
1659430216.717166,14641
1659430216.75969,14656
1659430216.802213,14673
1659430216.841151,14678
1659430216.880088,14679
1659430216.919026,14698
1659430216.95728,14715
1659430216.995534,14726
1659430217.033789,14742
1659430217.075288,14763
1659430217.116787,14770
1659430217.155724,14777
1659430217.194662,14781
1659430217.233599,14773
1659430217.275098,14774
1659430217.316597,14772
1659430217.355535,14760
1659430217.394472,14768
1659430217.43341,14774
1659430217.475421,14785
1659430217.517432,14801
1659430217.556028,14805
1659430217.594624,14817
1659430217.63322,14826
1659430217.675231,14826
1659430217.717243,14844
1659430217.762328,14846
1659430217.807414,14851
1659430217.852499,14860
1659430217.890412,14878
