LocalTimestamp,PI
1659432191.349141,167652
1659432191.393221,167842
1659432191.437302,167795
1659432191.481383,167766
1659432191.515212,167899
1659432191.549042,168546
1659432191.593122,169186
1659432191.637203,169732
1659432191.681284,169951
1659432191.719898,169224
1659432191.758511,168611
1659432191.797124,168702
1659432191.839155,168800
1659432191.881185,168834
1659432191.92014,168811
1659432191.959095,168634
1659432191.99805,168472
1659432192.038543,168539
1659432192.079036,168860
1659432192.117991,169098
1659432192.156946,169053
1659432192.195901,168893
1659432192.234857,168964
1659432192.273812,169240
1659432192.312767,169556
1659432192.354285,169570
1659432192.395802,169367
1659432192.434758,169050
1659432192.473713,167476
1659432192.512668,166251
1659432192.554186,164927
1659432192.595704,165489
1659432192.633634,178799
1659432192.671564,181093
1659432192.709494,179485
1659432192.748107,178439
1659432192.786721,178146
1659432192.825334,177955
1659432192.867364,177757
1659432192.909395,177721
1659432192.9504,177685
1659432192.991405,177644
1659432193.029677,177496
1659432193.067949,177013
1659432193.10622,178832
1659432193.151326,170478
1659432193.196432,168981
1659432193.241538,169823
1659432193.274343,168491
1659432193.307147,167846
1659432193.351569,167969
1659432193.395992,168416
1659432193.440414,169470
1659432193.479711,172561
1659432193.519008,170996
1659432193.558305,168559
1659432193.599823,168907
1659432193.64134,169933
1659432193.680296,170049
1659432193.719251,170207
1659432193.758206,170397
1659432193.800749,170630
1659432193.843292,170947
1659432193.881564,171280
1659432193.919835,171454
1659432193.958107,171128
1659432193.997882,170717
1659432194.037657,170596
1659432194.077433,170614
1659432194.117208,170755
1659432194.156983,171094
1659432194.199013,171032
1659432194.241044,170695
1659432194.279316,170600
1659432194.317587,170673
1659432194.355859,170804
1659432194.395156,171067
1659432194.434453,171480
1659432194.473749,171504
1659432194.515267,171251
1659432194.556785,171021
1659432194.596424,171043
1659432194.636062,171143
1659432194.675701,171231
1659432194.717219,171208
1659432194.758737,170858
1659432194.798375,170436
1659432194.838014,170333
1659432194.877652,170321
1659432194.918145,170412
1659432194.958638,170585
1659432195.00306,170675
1659432195.047483,170571
1659432195.091905,170539
1659432195.125735,170510
1659432195.159564,170473
1659432195.203645,170411
1659432195.247726,170387
1659432195.291806,170380
1659432195.330078,170371
1659432195.36835,170320
1659432195.406621,170370
1659432195.448652,170408
1659432195.490683,170470
1659432195.529638,170506
1659432195.568593,170196
1659432195.607548,169850
1659432195.649066,169805
1659432195.690584,169963
1659432195.729197,170092
1659432195.767811,170150
1659432195.806424,170076
1659432195.845721,169982
1659432195.885017,169885
1659432195.924314,169875
1659432195.965832,169950
1659432196.00735,170055
1659432196.046305,170151
1659432196.08526,170215
1659432196.124215,170293
1659432196.165221,170347
1659432196.206226,170410
1659432196.246001,170470
1659432196.285777,170542
1659432196.325552,170311
1659432196.365327,169897
1659432196.405102,169717
1659432196.444057,169748
1659432196.483012,169800
1659432196.521967,169887
1659432196.562973,169948
1659432196.603978,169907
1659432196.643275,169894
1659432196.682572,169943
1659432196.721869,170046
1659432196.763899,170156
1659432196.80593,170260
1659432196.844201,170335
1659432196.882473,170391
1659432196.920745,170454
1659432196.96175,170544
1659432197.002755,170633
1659432197.047861,170700
1659432197.092967,170486
1659432197.138073,169980
1659432197.176345,169627
1659432197.214617,169518
1659432197.252888,169481
1659432197.294919,169478
1659432197.336949,169514
1659432197.376246,169478
1659432197.415543,169408
1659432197.454839,169426
1659432197.495845,169520
1659432197.53685,169650
1659432197.575122,169779
1659432197.613394,169895
1659432197.651665,169971
1659432197.691304,170022
1659432197.730942,170137
1659432197.770581,170235
1659432197.812611,170377
1659432197.854642,170495
1659432197.893597,170217
1659432197.932552,169752
1659432197.971507,169518
1659432198.013538,169520
1659432198.055568,169526
1659432198.094182,169527
1659432198.132795,169573
1659432198.171408,169600
1659432198.20968,169566
1659432198.247952,169568
1659432198.286223,169645
1659432198.328766,169732
1659432198.37131,169842
1659432198.40924,169928
1659432198.447169,169947
1659432198.485099,169965
1659432198.526105,170034
1659432198.56711,170001
1659432198.611533,170065
1659432198.655955,170183
1659432198.700377,169984
1659432198.733694,169338
1659432198.767011,168682
1659432198.811092,168308
1659432198.855173,168132
1659432198.899254,168047
1659432198.93855,167995
1659432198.977847,167859
1659432199.017144,167714
1659432199.058662,167650
1659432199.10018,167659
1659432199.138793,167660
