LocalTimestamp,PI
1659522162.945929,167655
1659522162.988427,168237
1659522163.026999,168606
1659522163.065572,168763
1659522163.104144,168860
1659522163.145618,168976
1659522163.187093,168847
1659522163.225665,168723
1659522163.264238,168685
1659522163.30281,168626
1659522163.345309,168493
1659522163.387807,168763
1659522163.431841,168998
1659522163.475875,169341
1659522163.519909,169665
1659522163.559165,169564
1659522163.59842,169347
1659522163.637675,169422
1659522163.679661,169654
1659522163.721647,169937
1659522163.759879,170251
1659522163.79811,170653
1659522163.836341,170975
1659522163.873975,170817
1659522163.911609,170328
1659522163.949243,169995
1659522163.986876,169827
1659522164.028863,169775
1659522164.070849,169763
1659522164.109421,169843
1659522164.147994,169984
1659522164.186567,170120
1659522164.227529,170148
1659522164.268491,170147
1659522164.312525,170149
1659522164.356559,170198
1659522164.400593,170265
1659522164.438824,170352
1659522164.477056,170554
1659522164.515287,170773
1659522164.557273,171017
1659522164.599259,171289
1659522164.638173,171561
1659522164.677087,171825
1659522164.716001,172004
1659522164.757475,172087
1659522164.798949,171747
1659522164.837863,171239
1659522164.876777,170959
1659522164.915691,170868
1659522164.954946,170801
1659522164.994202,170729
1659522165.033457,170781
1659522165.075443,170862
1659522165.117429,170930
1659522165.155319,170999
1659522165.193209,171139
1659522165.231099,171433
1659522165.272573,171611
1659522165.314047,171643
1659522165.35262,171623
1659522165.391192,171598
1659522165.429765,171591
1659522165.468337,171649
1659522165.50691,171765
1659522165.545482,171898
1659522165.587469,172095
1659522165.629455,172258
1659522165.671441,172222
1659522165.713427,171791
1659522165.751658,171365
1659522165.789889,171165
1659522165.828121,171090
1659522165.873179,170990
1659522165.918237,171005
1659522165.963295,171038
1659522165.997089,170970
1659522166.030883,170845
1659522166.0756,170763
1659522166.120317,170763
1659522166.165034,170905
1659522166.198315,171150
1659522166.231597,171311
1659522166.276314,171303
1659522166.321031,171235
1659522166.365747,171192
1659522166.40432,171132
1659522166.442893,171114
1659522166.481465,171201
1659522166.522939,171310
1659522166.564414,171195
1659522166.603669,170796
1659522166.642924,170447
1659522166.682179,170322
1659522166.722629,170333
1659522166.763079,170361
1659522166.802335,170488
1659522166.84159,170680
1659522166.880845,170736
1659522166.920101,170743
1659522166.959356,170889
1659522166.998611,171078
1659522167.039573,171112
1659522167.080535,171145
1659522167.119449,171167
1659522167.158363,171206
1659522167.197277,171270
1659522167.239775,171369
1659522167.282273,171506
1659522167.320846,171652
1659522167.359419,171816
1659522167.397991,171880
1659522167.438953,171479
1659522167.479915,170833
1659522167.518829,170429
1659522167.557743,170378
1659522167.596657,170422
1659522167.64035,170441
1659522167.684043,170521
1659522167.727736,170571
1659522167.761529,170509
1659522167.795323,170470
1659522167.839357,170528
1659522167.883391,170675
1659522167.927426,170867
1659522167.965998,171011
1659522168.004571,171171
1659522168.043144,171378
1659522168.084618,171569
1659522168.126092,171730
1659522168.165347,171942
1659522168.204602,172115
1659522168.243857,171999
1659522168.285844,171276
1659522168.32783,170778
1659522168.366402,170616
1659522168.404975,170678
1659522168.443547,170754
1659522168.482461,170928
1659522168.521375,171161
1659522168.560289,171204
1659522168.601251,171213
1659522168.642213,171311
1659522168.680786,171510
1659522168.719359,171711
1659522168.757931,171897
1659522168.800429,171945
1659522168.842927,171978
1659522168.881841,172098
1659522168.920755,172204
1659522168.959669,172261
1659522169.001143,172361
1659522169.042618,172084
1659522169.082965,171565
1659522169.123313,171303
1659522169.16366,171303
1659522169.204008,171390
1659522169.244355,171502
1659522169.288731,171572
1659522169.333107,171516
1659522169.377482,171442
1659522169.410764,171423
1659522169.444046,171554
1659522169.488421,171715
1659522169.532797,171874
1659522169.577172,171962
1659522169.611478,172013
1659522169.645784,172060
1659522169.689476,172150
1659522169.733169,172308
1659522169.776862,172310
1659522169.815776,171802
1659522169.85469,171323
1659522169.893604,171156
1659522169.934566,171203
1659522169.975528,171231
1659522170.014101,171339
1659522170.052673,171465
1659522170.091246,171484
1659522170.133232,171488
1659522170.175218,171532
1659522170.214473,171627
1659522170.253729,171777
1659522170.292984,171910
1659522170.331215,172033
1659522170.369447,172176
1659522170.407678,172281
1659522170.449664,172373
1659522170.49165,172525
1659522170.530905,172680
1659522170.570161,172649
1659522170.609416,172030
1659522170.647988,171457
1659522170.686561,171242
1659522170.725134,171247
1659522170.766608,171256
1659522170.808082,171284
1659522170.849556,171436
1659522170.89103,171536
1659522170.929603,171574
1659522170.968175,171611
1659522171.006748,171625
1659522171.051123,171569
1659522171.095499,171649
1659522171.139874,171809
1659522171.172644,171864
1659522171.205414,171966
1659522171.249448,172158
1659522171.293482,172339
1659522171.337516,172467
1659522171.37131,172612
1659522171.405104,172745
1659522171.450162,172434
1659522171.49522,171895
1659522171.540278,171711
1659522171.57851,171728
1659522171.616741,171711
1659522171.654972,171729
1659522171.696446,171780
1659522171.73792,171732
1659522171.776834,171653
1659522171.815748,171683
1659522171.854662,171781
1659522171.896648,171889
1659522171.938634,172017
1659522171.977207,172102
1659522172.015779,172143
1659522172.054352,172171
1659522172.093266,172234
1659522172.13218,172307
1659522172.171094,172356
1659522172.211544,172442
1659522172.251994,172572
1659522172.291249,172690
1659522172.330505,172713
1659522172.36976,172312
1659522172.412258,172002
1659522172.454756,172051
1659522172.49367,172190
1659522172.532584,172246
1659522172.571498,172318
1659522172.612972,172424
1659522172.654446,172431
1659522172.693702,172479
1659522172.732957,172557
1659522172.772212,172614
1659522172.814198,172684
1659522172.856184,172747
1659522172.894757,172824
1659522172.933329,172882
1659522172.971902,172981
1659522173.016278,173050
1659522173.060653,173102
1659522173.105029,173152
1659522173.145991,173244
1659522173.186953,173375
1659522173.225184,173482
1659522173.263415,173419
1659522173.301646,172920
1659522173.344145,172587
1659522173.386643,172685
1659522173.424874,172903
1659522173.463105,173043
1659522173.501337,173141
1659522173.540251,173232
1659522173.579164,173257
1659522173.618078,173252
1659522173.659552,173339
1659522173.701026,173534
1659522173.739599,173677
1659522173.778172,173774
1659522173.816744,173815
1659522173.85873,173835
1659522173.900717,173870
1659522173.939631,173905
1659522173.978544,173986
1659522174.017458,174116
1659522174.056372,174263
1659522174.095286,174395
1659522174.1342,174486
1659522174.175162,174372
1659522174.216124,173932
1659522174.254697,173770
1659522174.293269,173845
1659522174.331842,173979
1659522174.376218,174064
1659522174.420593,174118
1659522174.464969,174156
1659522174.503541,174166
1659522174.542114,174223
1659522174.580687,174329
1659522174.62216,174525
1659522174.663635,174623
1659522174.70289,174615
1659522174.742145,174599
1659522174.7814,174654
1659522174.819973,174770
1659522174.858546,174885
1659522174.897118,174996
1659522174.939104,175119
1659522174.981091,175278
1659522175.020687,175412
1659522175.060284,175504
1659522175.09988,175352
1659522175.140331,174981
1659522175.18078,174860
1659522175.219353,174909
1659522175.257926,175005
1659522175.296498,175084
1659522175.338484,175119
1659522175.380471,175105
1659522175.422457,175134
1659522175.464443,175226
1659522175.504893,175345
1659522175.545343,175492
1659522175.584939,175587
1659522175.624536,175640
1659522175.664133,175664
1659522175.703047,175692
1659522175.741961,175776
1659522175.780874,175863
1659522175.821836,175943
1659522175.862799,176082
1659522175.902054,176271
1659522175.941309,176385
1659522175.980565,176319
1659522176.023063,175933
1659522176.065561,175676
1659522176.103792,175658
1659522176.142023,175757
1659522176.180254,175831
1659522176.221729,175879
1659522176.263203,175857
1659522176.302117,175809
1659522176.341031,175814
1659522176.379945,175821
1659522176.423637,175938
1659522176.46733,176124
1659522176.511023,176203
1659522176.544817,176207
1659522176.57861,176240
1659522176.623327,176329
1659522176.668044,176410
1659522176.712761,176426
1659522176.753211,176458
1659522176.793661,176540
1659522176.832575,176616
1659522176.871489,176428
1659522176.910403,176010
1659522176.949317,175877
1659522176.988231,175927
1659522177.027145,175992
1659522177.068619,176065
1659522177.110093,176113
1659522177.148666,176065
1659522177.187238,175971
1659522177.225811,175895
1659522177.267797,175869
1659522177.309783,175905
1659522177.348014,175991
1659522177.386245,176088
1659522177.424477,176172
1659522177.463049,176225
1659522177.501622,176241
1659522177.540195,176215
1659522177.582693,176172
1659522177.625191,176186
1659522177.663763,176202
1659522177.702336,175982
1659522177.740909,175623
1659522177.781358,175555
1659522177.821809,175667
1659522177.861064,175893
1659522177.900319,175902
1659522177.939574,175793
1659522177.981561,175765
1659522178.023547,175800
1659522178.068264,175807
1659522178.112981,175843
